"id","name","description","manufacturer","price"
"b0009stm6g","jumpstart learning games phonics (pc & mac)","","knowledge adventure","9.99"
"b000dz9yoa","quake 4 (mac)","quake 4 takes you back to the front as you fight against an unrelenting alien enemy. armed with advanced weaponry and vehicles and aided by an elite squad of marines you take the battle to the heart of the strogg home planet and become earth's only hope for victory. they're regrouping but with their planetary defenses ruined you have a chance to deliver a full and final assault. you are matthew kane an elite member of rhino squad and part of earth's next invasion wave. with the makron assumed dead your squad is taking part in an operation to take advantage of the disarray and mop up the rest of the enemy forces on the strogg planet. but your drop ship gets hit and comes down hard killing a large chunk of your squadmates at the opening of the game. from there you'll pull yourself up out of the muck and get down to business.","aspyr media","39.99"
"b000q6zk3a","microsoft student with encarta premium 2008 dvd","microsoft student with encarta premium 2008 is a productivity suite of homework tools and trusted information designed to help students quickly and easily complete assignments in a variety of subjects and excel in school. microsoft student with encarta premium 2008 gives students a full set of tools to help them succeed and get homework done right the first time. make research entertaining. find information on just about any topic. thousands of articles photos sound clips and links to related information from trusted sources(2)-plus political climatic and topographical maps of the world-make discovering new information fun! equation solver. enter a problem into the equation solver and get step-by-step help on how to solve it. and with free online access to hotmath(3) students can quickly find their textbook and select the problem they're solving. they'll instantly receive step-by-step guidance on how to solve the problem and what the correct answer should be. microsoft student with encarta premium 2008 gives students a full set of tools to help them succeed and get homework done right the first time. full-featured graphing calculator a full-featured graphing calculator that's simple to learn and use (similar to those costing more than $100!) helps visualize and solve math and science problems. equation solver stuck on a math problem? input your own problems into the equation solver and get a quick answer and step-by-step help on how to solve it. triangle solver and equation library interact with a library of more than 100 equations and explore the relationships of triangles and their parts while viewing associated rules or graphs. learning essentials get past the blank page. learning essentials helps students achieve better grades. step-by-step writing tips and preformatted report and presentation templates give students a quick start in creating great-looking reports and presentations. foreign language help a full-featured dictionary helps translate and conjugate verbs in spanish french german and italian. learning essentials also unlocks tools in microsoft office that are specially designed for foreign language study providing templates and tools for completing assignments in spanish french and german. book summaries need to know more about that literary story? includes more than 1 000 book summaries that help students understand some of the most commonly studied literary works from middle school to college level. the easy all-in-one homework assistant that helps students excel in school. designed to be easy to use and simple to learn microsoft student with encarta premium 2008 makes learning fun. whether it's a math research or foreign language assignment students can find the right tools and information to get homework started quickly get fast answers to academic questions and complete assignments that can help earn higher grades. find trusted content when you need it. complete with encarta premium 2008 the 1 best-selling encyclopedia software brand(1) it's content you can trust. with editorially approved content students can use web links to more than 25 000 web sites preselected by encarta editors for relevant and age-appropriate research material(2). through multimedia content encarta premium 2008 provides engaging visual tools to help explore and discover historical events and places. it even includes encarta kids a separate encyclopedia geared to young learners ages 7 to 12! get questions answered fast. with time pressures to complete assignments it's frustrating to get stuck without knowing where to go for answers. whether they're stumped on a math science or a foreign language problem students can quickly get the answers they need. they also get helpful ideas on how to solve problems so the next time they're more likely to figure out the answer on their own! includes a full suite of homework tools to help students get homework done right the first time. foreign language tools help complete assignments in spanish french german and italian quickly grasp the plots and themes of commonly studied books. encarta premium 2008 students can fi nd the information they're looking for-quickly and easily-with encarta premium 2008. with trusted content that's accurate and up-to-date encarta has been the 1 best-selling encyclopedia software brand for the past 8 years!(1) you'll be amazed at how much time your student will spend researching-compelled by the sights and sounds of one fascinating presentation after another. students can easily-and quickly-access trusted information provided by world experts. and since they can automatically download updates from the encarta web site they'll have up-to-date and accurate reference software when they need it.(2) encarta premium 2008 comes complete with a wide range of reference tools including a dynamic atlas dictionary thesaurus and language translation dictionaries. microsoft math microsoft math features a large collection of tools tutorials and instructions designed to help students learn mathematical concepts while quickly solving math problems. in an instant they'll see how to solve problems-step by step! works for many grade levels-from basic math pre-algebra algebra (including logarithms and exponents) to trigonometry! need advanced help? a full-featured graphing calculator that's simple to learn and use (similar to those costing more than $100!) helps visualize and solve math and science problems. triangle solver and equation library. interact with a library of more than 100 equations and explore the relationships of triangles and their parts while viewing associated rules or graphs. templates and tutorials having trouble getting started on class projects? sometimes the hardest part about completing a project is getting started. microsoft student with encarta premium 2008 includes the latest version of learning essentials. working with microsoft office word office powerpoint and office excel (in either microsoft office xp office 2003 or the 2007 microsoft office system sold separately) learning essentials helps students achieve better grades. step-by-step writing tips and preformatted report and presentation templates give students a quick start in creating great-looking reports and presentations. get past the blank page. easy-to-use tools templates and tutorials help students get past formatting questions to the core learning in assignments. learning essentials includes tips and tutorials for managing projects and creating high-quality reports presentations science projects and other assignments. foreign language a full-featured dictionary helps translate and conjugate verbs in spanish french german and italian. learning essentials also unlocks tools in microsoft office that are specially designed for foreign language study providing templates and tools for completing assignments in spanish french and german. literature need to know more about that literary story? microsoft student with encarta premium 2008 includes more than 1 000 book summaries that help students understand some of the most commonly studied literary works from middle school to college level. note: 1. the npd group/npd techworld january 2000 to february 2007. based on total u.s. retail sales. 2. an active internet connection is required for math online help update encarta web links weather and radio links and encarta premium online. update encarta and math online help are available through october 2008. access to encarta online premium requires a microsoft .net passport (windows live id) and an internet connection. you must be 13 years or older to create a windows live id. 3. hotmath contains primarily us-based textbook problems.","microsoft","49.95"
"b000na1v8w","acad corel painter x pc/mac","- marketing information: painter x the worldandquot;s most powerful natural-media painting and illustration software features unique digital brushes art materials and textures that mirror the look and feel of their traditional counterparts. setting the standard for digital painting and illustration the corel painter x digital art studio introduces new composition tools unparalleled performance and the all-new realbristle painting system that models traditional brushes like never before right down the individual bristles on the brush. product information - software sub type: creativity application - software name: painter x - complete product - features and benefits: increased performance: - corel painter x has been optimized to provide artists with the fastest version of painter ever depending on system hardware brushes perform up to 35% faster new realbristle painting system: - the new realbristle painting system heightens the responsiveness of the brush and represents a major milestone for digital painting new composition tools: - new composition tools help artists and photographers visually arrange a blank canvas prior to sketching or painting or create an aesthetically pleasing composition from a photo using the divine proportion tool and the rule of thirds new workspace manager: - corel painter x allows you to easily customize and back up your workspaces as well as export and share them with your friends and colleagues enhanced photo-paint","corel","155.22"
"b000ndibkk","adobe creative suite cs3 master collection upgrade [mac]","note: this is the upgrade version of adobe creative suite 3 master collection. follow your ideas anywhere with adobe creative suite 3 master collection upgrade software a comprehensive creative environment featuring highly integrated exceptionally productive tools. master collection is a value-packed offering that helps you meet deadlines while you express your creative vision in print web interactive film video and mobile design. photoshop cs3 extended for new dimensions in digital imaging illustrator cs3 for powerful vector graphics creation indesign cs3 for professional page design flash cs3 professional for creating rich interactive content dreamweaver cs3 for developing standards-based websites and applications acrobat 8 professional for adobe pdf creation and collaboration fireworks cs3 for web prototyping and designing adobe premiere pro cs3 for capturing editing and delivering video adobe encore cs3 for preparing dvd titles adobe after effects cs3 professional for industry-standard motion graphics and visual effects design across media blur boundaries and break rules in pursuit of your vision--master collection equips you to take your designs anywhere you want to go. adobe creative suite 3 master collection software is a comprehensive creative environment that features highly integrated all-new versions of professional design web video and mobile tools from adobe. it combines the best of creative suite 3 design premium web premium and production premium editions with productivity features that let you produce content for virtually all media--print web interactive film video and mobile--in one value-packed offering. audience benefit design professionals--expand your creative horizons and express your ideas in virtually any medium using adobe creative suite 3 master collection software. creative suite 3 master collection lets you design across media by combining all-new versions of essential tools for professional print web interactive motion film video and mobile design--plus adobe pdf workflows--with features for exceptional productivity. visually manage your creative assets coordinate projects efficiently preview mobile content preview video compositions without rendering and collaborate effectively with colleagues using master collection. blur boundaries and break the rules as you explore and express your ideas with the highly integrated productive tools in creative suite 3 master collection. web design professionals--take your content beyond the web and express your ideas in virtually any medium using adobe creative suite 3 master collection software. creative suite 3 master collection lets you design across media by combining all-new versions of essential tools for professional web interactive motion film video and mobile design--and even print design and adobe pdf workflows--with features for exceptional productivity. include video in your websites; design print deliverables; enjoy efficient workflows; and keep up with current technology industry standards and best practices. blur boundaries and break the rules as you explore and express your ideas with the highly integrated productive tools in creative suite 3 master collection. film and video professionals--tell compelling stories in virtually any medium using adobe creative suite 3 master collection software. creative suite 3 master collection lets you design across media by combining all-new versions of essential tools for professional film video motion interactive web and mobile design--even print design and adobe pdf workflows--with features for exceptional productivity. promote your work in print and on the web convey emotionally compelling content and increase production values on ever-shrinking budgets. blur boundaries and break the rules as you explore and express your ideas with the highly integrated productive tools in creative suite 3 master collection. visually manage assets in adobe bridge test mobile designs in adobe device central coordinate with team members using adobe version cue host real-time web-based meetings with adobe acrobat connect top reasons to buy adobe creative suite 3 master collection all the latest greatest creative tools discover new levels of creative opportunity and efficiency with all-new versions of professional adobe tools for print web interactive film video and mobile design. this comprehensive creative environment combines the latest versions of: adobe indesign cs3 for professional page design adobe photoshop cs3 extended for new dimensions in digital imaging adobe illustrator cs3 for powerful vector graphics creation adobe acrobat 8 professional for adobe pdf creation and collaboration adobe flash cs3 professional for creating rich interactive content adobe dreamweaver cs3 for developing standards-based websites and applications adobe fireworks cs3 for web prototyping and designing adobe contribute cs3 for updating websites and blogs adobe after effects cs3 professional for industry-standard motion graphics and visual effects adobe premiere pro cs3 for capturing editing and delivering video adobe encore cs3 for preparing dvd titles adobe soundbooth cs3 for creating and editing audio quickly and intuitively an amazing value expand your technical skills without breaking your budget. creative suite 3 master collection combines the best of the design premium web premium and production premium editions into one value-packed offering. highly efficient integration work more productively than ever thanks to the exceptional integration of the tools in master collection. come up to speed quickly with the help of the consistent interface across many of the creative tools--including the new standard adobe interface in flash--and easily exchange native file formats to streamline content creation across design disciplines. import layered photoshop files into illustrator indesign fireworks flash after effects adobe premiere pro and encore or copy and paste from photoshop to dreamweaver. export indesign files as xhtml to jump-start web designs in dreamweaver. paint video layers in photoshop cs3 extended and then export to a variety of video formats including flash video (flv) to incorporate into a website or an after effects or adobe premiere pro project. and much more. easy collaboration between designers and developers produce rich engaging content that can be freely deployed on the web and on a wide variety of mobile and other devices. quickly copy motion to actionscript 3.0 language to hand off to a flash developer or use scripts to automate tasks across components of the software. master collection offers robust features for producing and deploying cutting-edge content as well as for improving efficiencies between designers and developers. complete creative freedom whether you need to produce printed brochures compelling websites rich interactive experiences engaging mobile content or stories told through motion and sound find the perfect mode of expression for your ideas with master collection. you'll also find learning resources css-based web-page starting points animation presets and other support for quickly getting high-quality results in design disciplines you're just starting to explore. tools to grow your business venture into new creative territory with master collection which offers everything you need to excel in your core discipline as well as to meet changing customer requirements and to expand your creative business in new directions. streamlined cross-media publishing easily publish content to multiple media. preview photoshop or illustrator artwork for mobile devices using device central cs3. prepare audio in soundbooth and then layer it over video in adobe premiere pro--and export the result as flv for use on a website. repurpose indesign layouts using xml and export indesign layouts as xhtml that you can open in dreamweaver. master collection makes it easy to leverage your content for multiple and various final media. standards-based professional output from high-quality print to high-definition video master collection meets your most rigorous output criteria. it offers the professional output options you need for every design discipline from print to web to video. adobe's ongoing focus on open standards ensures that your work can easily go wherever you want. support for the latest mac and windows systems experience the ultimate in performance by running master collection natively on intel based macs and on windows vista pcs. work smoothly on legacy powerpc based macs and windows xp systems as well. efficient installation and management simplify installation and software management using a single installer and serial number. install all components at once or install only those you most need now and additional components later (one user per license). improve efficiency and incorporate a tapeless workflow during shoots by using adobe onlocation cs3 to monitor your camera's video signal and record it directly to a computer hard drive. adobe soundbooth cs3 for creating and editing audio quickly and intuitively additional features tools to take you beyond print move beyond print design and begin to incorporate web interactive mobile and even motion and video design and production into your repertoire. adobe creative suite 3 master collection offers the essential tools you need for professional design and print production as well as tools to expand into new disciplines--including learning resources and other support for quickly getting up to speed in the areas you're starting to explore. easily reusable content incorporate layered photoshop or illustrator files with equal ease into an indesign layout an animation created in flash an after effects motion graphic or an adobe premiere pro video. even copy and paste photoshop files directly into dreamweaver web pages. and export indesign layouts as xml or xhtml for reuse on the web or other print deliverables or embed sound and animation in indesign layouts and export them as interactive adobe pdf files. a complete cost-effective toolset expand your technical skills without breaking your budget. master collection combines everything you need for your core discipline as well as tools to grow your skills (and your business) in new directions all at a great value. richer more compelling websites create more compelling and dynamic websites by incorporating high-quality motion graphics and video in your designs. adobe creative suite 3 master collection combines the best of adobe web and interactive tools--flash cs3 professional dreamweaver cs3 contribute cs3 and fireworks cs3--with the best of adobe motion and video tools--after effects cs3 professional adobe premiere pro cs3 and soundbooth cs3. tools to take you beyond the web move beyond web design and development and begin to incorporate print video and mobile design and production into your repertoire. master collection offers the essential tools you need for professional web design as well as tools to expand into new disciplines--including learning resources and other support for quickly getting up to speed in the areas you're starting to explore. a complete cost-effective toolset expand your technical skills without breaking your budget. master collection combines everything you need for your core discipline as well as tools to grow your skills (and your business) in new directions all at a great value. tools to promote your projects call attention to your motion graphics videos and films by creating print and web marketing materials. adobe creative suite 3 master collection offers the essential tools you need to put your ideas in motion as well as tools to expand into print web and mobile publishing so you can promote your projects and grow your business. efficient post-production solution efficiently handle all aspects of post-production from importing and editing footage to creating titles and dvd menus and showcase your work effectively using high-quality standards-based output for web mobile film video and dvd. * online services including but not limited to adobe stock photos and acrobat connect may not be available in all countries languages and currencies. availability of services is subject to change. use of online services is governed by terms and conditions of a separate agreement and may be subject to additional fees. for details visit www.adobe.com. adobe creative suite 3: what's in each edition? adobe creative suite 3 editions design premium design standard web premium web standard production premium master collection adobe photoshop cs3 extended adobe photoshop cs3 adobe illustrator cs3 adobe indesign cs3 adobe acrobat 8 professional adobe flash cs3 professional adobe dreamweaver cs3 adobe contribute cs3 adobe fireworks cs3 adobe after effects cs3 professional adobe premiere pro cs3 adobe soundbooth cs3 adobe encore cs3 adobe onlocation * adobe ultra cs3 * additional features and services in adobe creative suite 3 adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe dynamic link adobe stock photos adobe acrobat connect * adobe ultra runs on microsoft windows only. for macintosh users adobe onlocation requires bootcamp and windows (purchased separately) or a separate windows-based computer.","adobe","1399"
"b000tl4qb4","morpheus photo animation suite","let your imagination run wild! morpheus photo animation suite gives you the power to create your own morphs warps and mixes - just like you see in the movies! you can easily share your creations with everyone you know! email your animations to family and friends and post them on myspace match.com flickr and all your other favorite sites. morpheus photo animation suite contains three awesome software products to morph warp and mix all of your photos! share animations with friends and family seamlessly with the built-in email feature render morphs in a variety of popular formats including flash swf and animated gif as well as exporting frames in still formats such as jpeg png tiff and more get creative! morph your baby photo into your own picture transform your wife into her mother or your husband into one of the beatles see what happens when you mix any two celebrity heads together surprise a wedding couple by mixing the faces of the bride and groom system requirements - mac os x 10.3.9 (tiger) or higher 400mhz g4 or higher cpu or any intel macintosh 256mb of ram","smith micro software inc.","49.99"
"b000he9psc","the print shop 22 pro publisher deluxe sb cs by the print shop","the print shop 22 pro publisher deluxe delivers more creative tools than any other print shop product along with the professional features you need to take control of your business communications. 400 000+ premium images & graphics plus! 22 000 professionally designed project templates! packed with the text and layout tools you need you'll easily create high quality projects including multi-page brochures stationery cd/dvd labels newsletters and more. enhanced photo editing tools provide the professional touch you need to make your photos look your best. whether you create slideshows burn to cd resize for a mobile phone or design and publish your own web pages showcasing your photos is easier than ever. new project size options photo quality printing and borderless print features mean your projects will have the refined look you want. dynamic project and image search capabilities will help you quickly and effortless find your saved projects or the perfect image or graphic for your creation. for easy share options export your projects to multiple file types including pdf jpeg tiff gif and much more! even manage your time with calender creator express the address book and improved mail merge for effortless mailings every time!","encore software","99.95"
"b0002ce0v6","intellimover transfer your pc deluxe","intellimover deluxe simplifies pc file migration saving you time and eliminating frustration. transfer customized settings preferences data files email and more from an old pc to a new pc -- more easily than you ever imagined. instantly gets your new pc files up and running so you can start working immediately","nova development","69.99"
"b000ivkrww","window washer","window washer (win 98 me 2000 xp)","navarre (software)","29.95"
"b000fzz73u","the universe (win/mac) (jewel case)","","fogware publishing","9.99"
"b000pihtec","weekly reader preparing for kindergarten","","fogware publishing","19.99"
"b000nkrj0q","punch! viacad 2d/3d","punch! viacad 2d/3d is a new precision design program with features usually only found in much more expensive cad programs . with a state-of-the-art 2d/3d patent-pending user interface that seamlessly toggles between 2d and 3d and logicursor technology that thinks as you draw anticipating your moves precision design was never so easy. there are over 80 minutes of tutorial videos to help you get started. this windows version works with both windows xp and windows vista. curves / basic surfaces /basic solids / feature based/history tree /shelling blending local face editing translators - iges step sat dxf/dwg adobe illustrator 26k mechanical & aec part library video training punch! software free technical support","punch! software","99"
"b000ccvp0a","simply put software data eliminator","data eliminator removes all information from computer hard drives. it makes it simple to protect yourself from identity theft by purging your computer prior to donating or recycling. wipe out all spyware and viruses to start fresh.","simply put software","0"
"b000hedyio","britannica deluxe","","avanquest software","29.95"
"b000bs2vzs","art (dvd) (pc & mac)","the art dvd collects a world of creativity for your perusal. see and feel the emotions of art and the famous (and not so famous) artists who created it all. expand your knowledge of art understand the language of paintings and get truly prepared for your next visit to the art museum!","fogware publishing","29.99"
"b00021lrw2","dk rainbow fish most beautiful fish in the ocean","one stormy night while rainbow fish slept on the ocean floor his beautiful sparkling scales were stolen by three cunning crabs. now rainbow fish needs help to get them back.children can join rainbow fish and his adorable friends in this underwater adventure. by completing a series of games and challenges children will gradually piece together all the information they need to lead them to the crabs and the stolen scales. every shape they match correctly every melody they recognize and every game they complete will take them a little bit closer to finding the scales and making rainbow fish beautiful again. an interactive story with animation songs and music 15 learning games and activities including matching pairs action games and logic puzzles two difficulty levels to keep children challenged lots of loveable 3d characters to meet like head and toe the twin fish hermit eleanor the octopus and many more includes over eight hours of play time many exciting underwater places to explore features a print shop where children can color in their favorite characters on screen or print them out","encore","9.99"
"b00022pti4","microsoft windows xp professional full version with sp2","with windows xp professional edition with service pack 2 you get safer browsing and communication powerful security tools and improved experiences. windows xp is the operating system release that unifies the microsoft range with all the desktop versions now built on the nt/2000 code base rather than the shakier foundation of windows 95 98 and me. that makes xp a great upgrade for users of the now-obsolete 9x and me line but for those already on windows 2000 professional it is a closer call. despite the similar name there is no special synergy between windows xp and office xp which works fine on windows 2000. the security center lets you check the status of your essential security settings. xp certainly looks different with rounded window corners larger and more detailed icons and a clean-look desktop that on first installation shows only the taskbar and recycle bin. xp is also more customizable than earlier versions of windows and includes visual themes that let you change the whole appearance of windows in an instant. that is the window-dressing but underneath are some significant improvements. one of the most interesting is remote desktop. a standard xp feature this uses technology from microsoft terminal server to enable users to access their computer over any connection; for example by dialing into the office from home. this is not just file access--this technology lets you run applications remotely as if you were sitting at your desk at work. this is mature technology stable and carefully thought out. so for example you can print from a remote word processor to a local printer. a variation on the theme is remote assistance where the user can allow a remote helper to view their desktop or optionally gain control of the keyboard and mouse in order to troubleshoot a problem. the feature can also be disabled to ease security concerns. laptop users benefit from enhanced power management with options to extend battery life by reducing cpu speed and display brightness. irda support has been fixed so that unlike windows 2000 windows xp can easily use modems in mobile telephones via infrared. a new screen font cleartype improves legibility for laptop or other flat screens and there is built-in support for wireless networking using the popular 802.11 standard. a great feature of xp also found in windows 2000 is the ability to synchronize network files with offline copies. previously these files could not be stored securely but now they can be encrypted. the information bar in windows xp professional edition with service pack 2 notifies you when it blocks activex control or active content and then lets you decide what to do. for web browsing xp comes with internet explorer 6.0. the enhancements in ie 6.0 are mainly of interest to web developers and in any case microsoft makes ie freely available to all windows users. although java is not installed by default it is not difficult to download a java virtual machine (jvm). windows messenger originally a chat client has evolved into a collaboration tool that allows for video conferencing and application sharing. service pack 2 allows users to instruct internet explorer how to handle downloads from a specific publisher the most significant new feature for internet users is the built-in firewall. a firewall protects against one of the most disturbing security risks in which other users unknown to you might connect to your computer while it is online reading private files or causing other damage. xp's built-in firewall is a simple affair but it does prevent most types of unauthorized connection. windows xp has strong multimedia features. the new media player lets you copy music from cd to hard disk create your own playlist and write your own music cds if you have a cd writer. although there is loss of quality as a result of compression the process is easy and convenient. media player 8.0 can play back dvd video but only if a hardware or software dvd decoder is already installed. you can also play mp3 audio files and mpeg videos but sadly not the popular realmedia formats. in the end media player does nothing that you cannot also do with free alternatives but it is slick and nicely integrated. the xp user interface is not a radical departure from earlier versions of windows but there are a number of small changes that together add up to a significant improvement. the start menu now automatically features the most frequently used programs at the top of the list and you can add and remove shortcuts by right-clicking the icon and selecting pin or unpin from the pop-up menu. windows online help is integrated into a help and support center that works like an internal web site with searchable help tutorials and walk-throughs. windows xp professional includes all the features of windows xp home and adds support for dual processors encryptable file systems offline folders the remote desktop as described above and extra administration features that come into play when connected to a windows server domain. xp is demanding on hardware and it would be a mistake to install it on less than microsoft's recommended minimum requirements. there is also activation to consider a mildly annoying anti-piracy measure that requires you to obtain a code from microsoft for full installation and in the future if you reinstall or make major system changes. windows xp service pack 2 features internet explorer pop-up blocker makes browsing the internet more enjoyable by enabling you to reduce unwanted ads and content. internet explorer download monitoring warns you about potentially harmful downloads and gives you the option to block files that could be malicious. internet explorer information bar provides better information about events that are happening as you browse the web so it& 8217;s easier to know what& 8217;s going on and address potential security issues. windows security center allows you to easily view your security status and manage key security settings in one convenient place. windows firewall update automatically turned on by default this improved firewall helps protect windows xp from viruses worms and other security threats that can spread over the internet. improved wireless support dramatically improves and simplifies the process of discovering and connecting to wireless networks. bluetooth technologies enables you to easily connect to the latest bluetooth-enabled hardware devices such as keyboards cell phones and pdas. windows media player 9 series makes it easy to enjoy music video and broadband content with enhanced security.","microsoft","299.99"
"b000i2jd0s","equilibrium debabelizer pro 6.0 - 1 user","debabelizer pro 6 provides you with the image editing tools for better image processing. its optimization tools provide full palette control and image optimization for single and multi-frame images for individual images or batches. convert over 100 different file formats including many hard to find legacy formats. the automated workflow tools make it easier than ever to manage and control your media. enhanced gif and jpeg compression powerful conditional scripting cmyk support","equilibrium","599.99"
"b000qgixde","the guild 2 - pirates of the seas","the guild 2: pirates of the seas is the first true life simulation series that brings you into the age of piracy. it's a fascinating realistic look at a dangerous & thrilling era in history. in this expansion to the original guild you'll add a huge new playing area and new like the hanse located at the shores of the european seas. sea battles and naval trading are added to the gameplay and a new campaign mode provides more than 10 hours of additional fun. new professions - pirate and medicus","dreamcatcher interactive","29.99"
"b00006h3dw","national parks: enhanced scenery add-on for microsoft flight simulator 2002 & 2000","","abacus","19.99"
"b000k6b2l0","steinberg halion symphonic orchestra virtual instrument (academic version)","halion symphonic orchestra puts the awesome emotive power and sheer sonic majesty of a full symphonic orchestra under your total control. evocative scores exquisite arrangements emotive accompaniments: hso is the ideal cost effective symphonic instrument for composition production and pre-production in music tv and film scoring and game sound. &nbsp; the luxuriously extensive content provided on three double layer dvds spans over 1200 instruments recorded in the very highest fidelity using top-of-the-range equipment. capturing every nuance and detail of a full palette and dynamic range of strings brass woodwind and percussion instruments the massive 27gb library includes an almost inexhaustible range of articulations and expressive playing techniques. and because the vast hso library is uniquely versatile halion symphonic orchestra sounds just as great in an rnb production as in a baroque chamber piece. feature highlights: complete symphonic orchestra with breathtakingly authentic strings brass woodwind and percussion 1250 instrument patches and combis in 27gb of samples extraordinarily expressive with full dynamic range covering all common articulations of each instrument richly detailed and perfectly balanced sound with adjustable real recorded ambience extremely versatile for all styles from baroque to rnb and everything in between outstanding playability and instant access to all the most important parameters efficient use of...","steinberg","374.99"
"b000g017kg","foreign policy & reform (win/mac) (jewel case)","","fogware publishing","9.99"
"b000hcz8ey","microsoft onenote 2007","office onenote 2007 is a digital notebook that provides one place to gather notes and information powerful search capabilities to find what you're looking for quickly and easy-to-use shared notebooks to help manage information overload and work with others more effectively. as an integrated part of the 2007 microsoft office system onenote 2007 makes it easy to gather organize find and share your notes and information more efficiently and effectively. powerful search capabilities can help you locate information from text within pictures or from spoken words in audio and video recordings. and easy-to-use collaborative tools help teams work together with all of this information in shared notebooks whether online or offline. plus the familiar look and feel of the microsoft office system makes it easy to start using the program right away minimizing wasted time and training costs. gather all of your information in office onenote 2007. view larger. gather and organize everything in one place with so much information coming your way--and in so many different forms--you need one place to keep it all and a tool that's flexible enough to capture it. otherwise information that could have been used to help make better decisions or make you more efficient is lost or difficult to find. unlike paper-based systems word processing programs e-mail systems or other productivity programs onenote 2007 delivers the flexibility to gather and organize text pictures digital handwriting audio and video recordings and more--all in one digital notebook on your computer. this software can help you become more productive by keeping the information you need at your fingertips and reducing time spent searching for information across e-mail messages paper notebooks file folders and printouts. save time by consolidating information taking notes on paper and transcribing them later can be time-consuming and difficult and you run the risk of losing important pages. in addition it's difficult to share data kept in a conventional paper notebook and they're only good for capturing one kind of information: handwritten notes. when it's time to gather information from other sources and in different ways other difficulties can arise. for instance because most people don't have a way of digitally capturing unstructured information they often print out web research and store information in file folders or on desks which is difficult to find later and inaccessible when you're away. and sharing information with others can be challenging--even when using e-mail it can be hard to hard to figure out what the plan is without reading through long e-mail threads that may or may not contain the information you need. onenote 2007 however gives you a solution with a flexible software program that enables you to gather virtually any type of information in one place. with your information readily available you can be more prepared and informed. quickly find what you need with onenote 2007 finding information is easy and fast because it eliminates the guesswork of figuring out where you stored critical information. no more clicking through file folders and sorting through pages of paper notebooks to find the information you're looking for. powerful search features give you the ability to locate information quickly while allowing you to search across new types of content like text in scanned documents or images and spoken words in audio and video recordings. with easier access to the facts you and your teammates can make better decisions. with office onenote 2007 your team can work together more effectively. view larger. protect your intellectual property onenote 2007 helps you consolidate various types of information--including freeform notes images documents files from other microsoft office system programs and rich media--and organize it in the way that works best for you. and because it keeps everything in one place you don't have to worry about frequently saving or creating backups of your information--onenote 2007 does this for you. ideal for businesses if you're attending an important meeting and don't want to rely on your memory simply take meeting notes in onenote 2007 to create a living repository of group decisions and brainstorming sessions that adds continuity and context to subsequent meetings. you can also catch all the details of customer calls and meetings by synchronizing typed or handwritten notes with office onenote 2007 audio and video recordings. if you're working outside of the office gather information on your microsoft windows mobile powered devices (including notes audio recordings and pictures) and transfer it to onenote 2007. and when it's time to share data with your colleagues take advantage of onenote 2007's export application programming interface to easily transfer information gathered in onenote 2007 to your company's business systems and in so doing reduce errors and wasted time spent rekeying the same information in different systems. need to copy paste or print information from and into other 2007 microsoft office system programs? it's no problem with onenote; this software lets you access and exchange information in word excel outlook and powerpoint. you can even use onenote 2007's drawing tools and tables to annotate and easily organize and manage information. find what you're looking for quickly using office onenote 2007. view larger. search and link options onenote 2007 lets you search and find keywords quickly within text in images and in audio recordings made within the application. you can also view hyperlinked search results in a summary task pane; a single click takes you to relevant results. for added convenience view all open notebooks at once use drag-and-drop functionality to easily arrange and rearrange your notes and add hyperlinks to other pages in your notebook to quickly find relevant content. manage tasks easily with two-way synchronization between onenote 2007 and the 2003 and 2007 versions of outlook or link notes and other information to specific outlook 2007 or outlook 2003 contacts to help you better prepare for meetings and recall information easily. if you want to underscore a particularly important point date or other piece of information mark notes with note tags visually rich icons that make it easier to return to reminders to-dos and other action items. work together more effectively with team members working from different locations and on multiple projects communication coordination and information sharing can challenge group effectiveness and productivity. teams often rely on e-mail messages to share information causing confusion and bloated e-mail inboxes. tasks action items agendas and issues stored within static documents or document management systems are difficult to update track and access and they prevent multiple people from working with the same information at the same time. onenote 2007 helps people work together better by eliminating roadblocks that arise when information is isolated in paper notes or file folders or on one person's computer. groups can share information easily work more productively and keep track of projects issues and goals more effectively. individuals can work together from the same notebook--whether online or offline--using shared notebooks. onenote2007 manages changes made to the same notebook eliminating the need to track versions or upload changes. you can also create a team knowledge base so that everyone has access to the same information helping to get new team members up to speed quickly and minimizing duplicate efforts. share notes even with non-onenote 2007 users by sending your notes as html so that anyone with an e-mail client or web browser can view them and stay in control of your information by choosing which notebooks to share with your teammates and which to keep private and help ensure privacy with password protection. you can even use onenote 2007 as a shared digital whiteboard enabling virtual teams to work together in real time viewing and editing the same set of notes.","microsoft","99.95"
