"id","name","description","manufacturer","price"
"http://www.google.com/base/feeds/snippets/15207825953028155236","webroot software inc 28310 - child safe 3-pc - win 2000 xp vista","webroot software inc 28310 : keep your children safe from internet threats webroot maker of the award-winning spy sweepertm now introduces child safe the most comprehensive and easy-to-use solution to keep children safe on the internet. child ...","","16.97"
"http://www.google.com/base/feeds/snippets/2640184679506710701","adobe cs3 production premium upsell","system requirements multicore intel processor (adobe photoshop® extended illustrator® flash® professional and after effects® professional are universal binary and also work on a powerpc® g4 or g5 processor; adobe onlocation? is a windows ...","","1234.99"
"http://www.google.com/base/feeds/snippets/16080101328048625984","punch software 38100 - punch! super home suite - complete product - architectural - 1 user - complete productcomplete productstandard - english - pc","punch software 38100 : the premium home design software solution that lets you view your ideas in ways no other software can. 7 powerful programs in one plus ultimate deck that launch from the same easy-to-use interface including our patented ...","","45.97"
"http://www.google.com/base/feeds/snippets/14035761522429892531","serious magic visual communicator 2 web presentation software (windows) presentation software","visual communicator 2 web presentation software for windows the visual communicator web 2 software package from serious magic lets you easily create professional video presentations specifically targeted for the web even if you have little or no ...","","189.95"
"http://www.google.com/base/feeds/snippets/9592753698712041843","corel intervideo windvd 8 gold software for windows authoring software","windvd 8 gold software for windows the windvd 8 gold software for windows from corel intervideo is a dvd video playback application for windows. the software leverages computer technologies such as dual-core processors and nvidia pure video graphics ...","","49.95"
"http://www.google.com/base/feeds/snippets/13629768701500088491","bling software limited 873172050209 - safekeeper plus - win 2000 xp","bling software limited 873172050209 : safekeeper plus is the first software product that offers total protection for both your family and computer. it s the only product to offer the kid safe blocker family watchdog and safety shield. safekeeper ...","","35.97"
"http://www.google.com/base/feeds/snippets/4949402291543451335","family tree maker 11 collector's edition","overview dedicated family research calls for serious genealogy software. this great collection delivers an unprecedented wealth of data plus all of the convenient tools you expect from family tree maker. travel back in time on a research journey ...","","34.9"
"http://www.google.com/base/feeds/snippets/12105115514315351902","apple logic express 7.2","top reasons to get logic express 7.2 universal compatibility: logic express 7.2 is a universal application which means it's designed to run natively on both intel- and powerpc-based macs. stay compatible as apple continues to deliver new ...","","299.99"
"http://www.google.com/base/feeds/snippets/17535862274044952617","masque publishing solitaire antics deluxe","50 different games of solitaire includes tours double deck games customizable rules and options high score and statistics tracking and features many new decks backgrounds sound effects and animations the palm pilot and windows ce versions ...","","8.46"
"http://www.google.com/base/feeds/snippets/7129140322149464777","sony vegas movie studio+dvd v8 platinum edition video editing software professional editing software","vegas movie studio+dvd v8 platinum edition video editing software for windows the vegas movie studio+dvd v8 platinum edition video editing software for windows from sony is a powerful editing and dvd creation software suite designed for home users. ...","","129.95"
"http://www.google.com/base/feeds/snippets/6908558013988135436","punch software 20100 - punch! home design - complete product - architectural - 1 user - complete productcomplete productstandard - english - pc","punch software 20100 : punch 5 in 1 home design is a fully integrated 3d home design product. users launch from a single interface: ultimate deck realmodel 3d home landscaping and furniture design products. punch s latest 3d photo realistic ...","","36.97"
"http://www.google.com/base/feeds/snippets/18400163697429940544","oem internet security suite 2007 3-user single pack","total internet protection","","32.85"
"http://www.google.com/base/feeds/snippets/18286585073343765950","tri synergy inc oxford world encyclopedia","here is an authoritative stimulating and up-to-date reference work with over 1.5 million words and 20000 entries. oxford world encyclopedia is the first in a new series of reference works from oxford university press featuring ifinger's software","","16.31"
"http://www.google.com/base/feeds/snippets/2793425352847818039","apple mac os x 10.4.6 tiger","hardware requirements powerpc g5 g4 or g3 processor built-in firewire dvd drive is required for installation at least 256mb of physical ram some features of mac os x v10.4 require a compatible internet service provider; fees may apply. some ...","","119.99"
"http://www.google.com/base/feeds/snippets/18438075297130458214","encore tlc dr seuss reading learning system 2008","mpn: 13880","","17.9"
"http://www.google.com/base/feeds/snippets/17647670175814866187","knowledge adventure inc. jumpstart advanced preschool v2.0","the complete get ready for school program jumpstart® advanced preschool is the complete get ready for school program. now including jumpstart toddlers it delivers more fun and engaging activities than ever in this 4-cd set. disc","","16.93"
"http://www.google.com/base/feeds/snippets/9463842250533836611","jumpstart advanced 3rd grade (pc/mac) knowledge adventure","key features: four disc set 50 skills taught learning profiler state education standards ...","","19.99"
"http://www.google.com/base/feeds/snippets/9205821354688722990","mastercook deluxe low carb edition","overview now eating low carb just got a whole lot easier! you're trying to control your weight and re-energize your body by watching your carbohydrate intake but you don't want to sacrifice taste. now you can eat great without the hassle! ...","","17.9"
"http://www.google.com/base/feeds/snippets/7587316869277129977","phase one capture one pro","capture one db & pro: phase one p 45 / p 30 / p 25 / p 20 / h 25 / h 20 / h 10 / h 101 / h 5 / lightphase capture one pro & le: canon 1ds mkii / 1d mkii / 1d mkii n /1ds / 1d / 5d / 20d / 10d / 300d / 350d / d60 / d30 / pro 1 / g6 / g5 / g3 / g2 ...","","415.99"
"http://www.google.com/base/feeds/snippets/17776155287333548087","masque publishing sportsmans double play","includes sport fishing professional with 15 different species 7 levels and 5 rods and sport shooting with 7 disciplines 12 different firearms and 3 crossbows. system requirements: windows -95/98/nt/2000/me/xp 64 mb ram 32 mb h","","17.55"
"http://www.google.com/base/feeds/snippets/10066664236286478958","instant immersion italian 2.0","topics entertainment instant immersion italian 2.0 this 5 cd-rom suite immerses you in the learning process with cultural videos entertaining games and interactive lessons with native speakers windows/mac","topics entertainment","20.99"
"http://www.google.com/base/feeds/snippets/18381906790026125106","microsoft ho2-00003 data analyzer 2002 - complete package - 1 user","microsoft data analyzer is an easy-to-use data analysis tool that makes sophisticated business intelligence accessible to all users regardless of technical expertise. microsoft data analyzer is an easy-to-use data analysis tool that makes ...","microsoft","154.99"
"http://www.google.com/base/feeds/snippets/12845228373531717554","aspyr call of duty 2 mac","system requirements: final system requirements will be given once testing of those requirements is complete. important note: because all users have different ideas of what it means for a game to be 'playable' some users may feel a game plays fine ...","","47.99"
"http://www.google.com/base/feeds/snippets/7928058720709111960","adobe photoshop cs3 extended for mac","system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram 64mb vram 2gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive internet or ...","","935.99"
"http://www.google.com/base/feeds/snippets/18427441766979913551","hallmark card studio 2006","the 1 greeting card software.","","29.36"
"http://www.google.com/base/feeds/snippets/13673799320876526338","microsoft office visio standard 2007 upgrade (pc)","key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...","","129.95"
"http://www.google.com/base/feeds/snippets/5515688203820371988","encore software 10118 - adventure workshop 4th-6th grade 7th ed sb cs by riverdeep","encore software 10118 : encore software adventure workshop 4th-6th grade 7th ed sb cs by riverdeep - 10118","","17.97"
"http://www.google.com/base/feeds/snippets/17453432506391757198","encore inc adventure workshop 4th-6th grade 8th edition","introduce your child to an exciting on-screen learning environment brimming with award-winning adventures. * gear up for a villain hunt adventure by answering 200 multiple-choice-style reading comprehension questions advance through five levels of","","17.1"
"http://www.google.com/base/feeds/snippets/15897742829993345210","adobe cs3 design premium academic","system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 6.3gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ...","","575.99"
"http://www.google.com/base/feeds/snippets/1088964682231544841","encore software 10548 - encore tlc zoombinis 3rd grade learning system 2007 - complete product - educational - 1 user - complete product - standard - pc mac","encore software 10548 : the zoombinis are in perilous trouble! their escape rests squarely on your shoulders or more accurately on your brain. with nine perplexing puzzles and three levels of difficulty each perilous challenge will test your ...","","17.97"
"http://www.google.com/base/feeds/snippets/10206096308013781162","punch software 38100 punch! super home suite (small box)","our bestselling premium home design software with professional yet easy-to-use features! punch! super home suite - 7 powerful programs in one that launch from the same interface! punch super suite includes: 3d home design 3d landscaping estimating ...","punch software","45.99"
"http://www.google.com/base/feeds/snippets/14356986779854403622","treasure mathstorm","help! treasure mountain is under the master of mischief's icy spell!","","9.9"
"http://www.google.com/base/feeds/snippets/13468530879861986847","ringtone media studio (pc) avanquest","key features: create ringtones design screensavers...","","19.99"
"http://www.google.com/base/feeds/snippets/16974008974544976244","onone software plug-in suite - full","the photoshop plug-in suite is a collection of software plug-ins that get you back to shooting. for image resizing color correction masking and border effects this collection will get you back behind the camera. system requirements: mac os x","","393.68"
"http://www.google.com/base/feeds/snippets/7117788517647646539","jumpstart phonics (jc)","welcome to camp readalot!","","9.9"
"http://www.google.com/base/feeds/snippets/5216541735240789992","aspyr quake iv","system requirements: operating system: mac os x 10.3.9 or later cpu processor: powerpc g4/g5 or intel chipset cpu speed: 1.67 ghz or faster memory: 512 mb or higher hard disk space: 3.0 gb free disk space video card (ati): radeon 9600 video card ( ...","","45.99"
"http://www.google.com/base/feeds/snippets/18371419521576660155","microsoft student with encarta premium 2008 - complete package","microsoft student with encarta premium 2008 - complete package - 1 pc - dvd ( mini-box ) - win - english - north america","","43.6"
"http://www.google.com/base/feeds/snippets/12662824890153121005","corel painter x academic","system requirements mac os x (version 10.3.9 or higher with latest revision applied) macintosh® computer with a 700 mhz or faster power pc® g4 power pc g5 or intel® processor 256 mb of ram (512 mb recommended) mouse or tablet 24-bit color display ...","","94.99"
"http://www.google.com/base/feeds/snippets/4247841323668156699","adobe cs3 master collection upsell from cs2","","","1437.99"
"http://www.google.com/base/feeds/snippets/1949229857064458441","allume morpheus photo animation suite","mac os x 10.3.9 (tiger) or higher 400mhz g4 or better or any intel macintosh 256mb of ram","","41.99"
"http://www.google.com/base/feeds/snippets/14520556770161082452","encore software 10731 - the print shop 22 pro publisherdeluxe sb cs by the print shop","encore software 10731 : encore software the print shop 22 pro publisherdeluxe sb cs by the print shop - 10731","","81.97"
"http://www.google.com/base/feeds/snippets/17297585967951704634","nova development corp intellimover transfer your pc deluxe","moving up to a new pc by yourself can take hours days or even weeks to do right. and even when you think you've finished the job you'll still find data that you'veinadvertently left behind. eliminate the hassle with transfer your pc&","","65.17"
"http://www.google.com/base/feeds/snippets/747800619686534084","webroot software window washer","as you work on your computer and browse the internet you leave behind traces of your activity. this information not only takes up valuable disk space but also jeopardizes your privacy. window washer software simply and safely wipes your tracks ...","","29.99"
"http://www.google.com/base/feeds/snippets/11404711258824251475","elementary school space - the universe (pc/mac) fogware","take a closer look at the planets and mdash;their moons and distinguishing features of each the sun and stars constellations sunspots the greenhouse effect photosynthesis and the universe including comets meteors galaxies and amp; black ...","","9.99"
"http://www.google.com/base/feeds/snippets/13778334917246964953","weekly reader preparing for kindergarten 2008 (pc/mac) fogware","key features: interactive questions encourages creativity develops motor skills engaging activities tracks student progress ages 3-5 ...","","19.99"
"http://www.google.com/base/feeds/snippets/13749047006070540730","viacad 2d/3d (win 2000 xp vista)","punch! viacad 2d/3d is a new precision design program with the power of multi thousand dollar cads. with it's state of the art 2d/3d patent pending user interface that seamlessly toggles between 2d & 3d and logicursor? technology that thinks as you ...","","99.95"
"http://www.google.com/base/feeds/snippets/12536674159579454939","simply put software llc de905-s - data elminator (win 95 98 me nt 2000 xp)","simply put software llc de905-s : data eliminator completely eliminates hard drive data to facilitate selling donating or discarding your old computer. system requirements: cd rom/ intel pentium compatible pc/ 16 mb ram/ vga or higher video support","","34.97"
"http://www.google.com/base/feeds/snippets/16622880533554607802","avanquest usa llc britannica deluxe","encyclopædia britannica deluxe gives you the resources you need to explore the world in a fun and easy way. designed for adults and students alike this comprehensive reference library provides you with the most complete up-to date and in-depth ...","","26.11"
"http://www.google.com/base/feeds/snippets/10956401022937572078","fogware hyb art dvd","works with ipod 5g & ipod nano windows: windows® 2000 or xp dvd drive itunes 7 or later quicktime 7.1.1 or later. no installation necessary. mac: mac os x dvd drive itunes 7 or later quicktime 7.1.1 or later. no installation necessary.","","21.99"
"http://www.google.com/base/feeds/snippets/6591008499871907116","encore software a5992jch - dk rainbow fish most beautiful fish in the ocean - win 95 98 me xp","encore software a5992jch : rainbow fish - the most beautiful fish in the oceanproduct informationbased on marcus pfister's bestselling children's books rainbow fish is anamazing underwater adventure filled with games and activities that develop ...","","9.08"
"http://www.google.com/base/feeds/snippets/16729750960777382226","microsoft windows xp pro oem sp2 no open box returns","please note: this is just a disk. there is no box manual.. anything.","","149.99"
"http://www.google.com/base/feeds/snippets/18393898679155461769","equilibrium debabelizer pro 6 0 win 1 u windows xp","full version standard license package type: retail for 1 user/s cd-rom mpn: 112100602","","382.9"
"http://www.google.com/base/feeds/snippets/18360307000127444765","guild 2: pirates of the seas","the first true life simulation series set in the fascinating medieval times! the add-on expands and transforms the game into an even greater experience by adding a huge area including the cities of the hanse located at the shores of the european ...","","23.99"
"http://www.google.com/base/feeds/snippets/17252201200051627446","abacus national parks enhanced scenery","flight simulator can take you to any of them: whether it's the green hillsides of the appalachians the rugged slopes of the rocky mountains or the deep and winding canyons of the colorado river. and with the national parks enhanced scenery we ...","","17.55"
"http://www.google.com/base/feeds/snippets/17834804262117799503","steinberg software halion symphonic orchestra - educational edition","halion symphonic orchestra supports all major formats: vst dxi au + rewire for easy protools integration. a multi-output-capable stand-alone version is also included.","","545.51"
"http://www.google.com/base/feeds/snippets/18405135648098652581","fogware publishing - 10356 - high school us history 2 - foreign policy & reform","learn about foreign policy from 1788-1963 and explore the social reform movements of the unites states of america. features: interactive tutoring printable tests to monitor progress easy to use interface <b","","6.84"
"http://www.google.com/base/feeds/snippets/11114112522015930440","microsoft onenote 2007 (pc)","key features: gather and organize notes search efficiently work more effectively synchronize info ...","","99.95"
"http://www.google.com/base/feeds/snippets/6490413833919329208","marketcircle daylite 3 customer relationship management crm","system requirements mac os x v10.3.9 or later (v10.4.5 recommended) 1ghz g4 processor or higher (universal binary supported) 768mb ram 150mb free hard-disk space 1024x768 or higher screen resolution cd-rom drive for installation","","125.99"
"http://www.google.com/base/feeds/snippets/14812439490848045578","adobe cs3 master collection","system requirements powerpc® g4 or g5 or multicore intel processor (adobe premiere® pro encore® and soundbooth? require a multicore intel processor; adobe onlocation? cs3 is a windows application and may be used with boot camp) mac os x v.10.4.9; ...","","2499.99"
"http://www.google.com/base/feeds/snippets/6596219200360663289","encore software 10652 - web.com site builder & hosting suite sb by web.com","encore software 10652 : encore software web.com site builder & hosting suite sb by web.com - 10652","","41.97"
"http://www.google.com/base/feeds/snippets/18425416409544307946","encore 10025 hoyle card games for pc","deal yourself in! hoyle card games offers 18 of your favorite card games complete with tutorials for minutes or hours of fun. features: ^^ features multiple computer-controlled opponents adjustable skill levels and 18 classic games ^^ create your ...","encore","10"
"http://www.google.com/base/feeds/snippets/17967900865986277130","encore inc family tree maker version 16 collectors edition","with family tree maker version 16 (collector's edition) you can access more than 5 billion records through ancestry.com as you research your family's history. the best-selling genealogy program for 15 straight years family tree maker lets you ac","","85.07"
"http://www.google.com/base/feeds/snippets/16689580885336652505","vivendi-universal games inc swat 4","it's not just about the badge it's about the rush! the adrenaline is always high as you carry on the legendary swat® tradition ? leading an elite squad of tactical experts into hard-hitting action that delves into every detail of the","","18.77"
"http://www.google.com/base/feeds/snippets/6614738792097944479","onone software inc. mpr-40211 - on1 mask pro v.4.0 - complete product - graphics/designing - 1 user - complete product - standard - pc intel-based mac mac","onone software inc. mpr-40211 : mask pro 4 the premier masking and selection tool for adobe photoshop. using advanced color matching and decontamination technology mask pro 4 helps you create flawless masks from the most difficult images. new and ...","","148.97"
"http://www.google.com/base/feeds/snippets/18388829675891326365","sat act & psat 2007 platinum","kaplan sat act and psat 2007 platinum for mac and windows. includes 5 dvds. features include: over 2700 test questions complete score analysis & performance feedback interactive lessons exam strategies & hints and includes prep for the new sat ...","","29.85"
"http://www.google.com/base/feeds/snippets/3887119395489365873","sibelius sibelius 4 software music production software","sibelius 4 - software for writing playing printing and publishing music notation - mac os x and windows sibelius 4 from sibelius is a fully featured and complete software solution for writing playing printing and publishing music notation. from its ...","","449.95"
"http://www.google.com/base/feeds/snippets/16744224390148606478","masque publishing best of slots ii","actual casino slot machines from bally gaming! play the most popular slots from the casino featuring the hottest games from bally gaming. actual casino slot action can be found in these authentic replications playable on your home computer. sys","","8.46"
"http://www.google.com/base/feeds/snippets/18372325427432567642","microsoft microsoft office 2004 software suite - mac - education apple & mac software","microsoft office 2004 student and teacher edition software suite - mac - education special offer microsoft office 2004 student and teacher edition for mac offers an expansive set of tools and integrated applications for creating managing and ...","","148.95"
"http://www.google.com/base/feeds/snippets/3846293022585027470","intuit quicken basic 2007 software for windows tax & finance software","quicken basic 2007 software for windows the quicken basic 2007 software for windows from intuit is a software package that is designed to help you track your personal finances. it allows you to create a budget schedule bill payments verify accuracy ...","","29.95"
"http://www.google.com/base/feeds/snippets/9785861434635986999","encore software 11052 - hoyle: classic collection 2006 - win 98 me 2000 xp","encore software 11052 : hoyle the 1 brand in family entertainment delivers a powerful 4 game collection packed with only the most popular hoyle games. system requirements: windows 98se/me/2000 sp4/xp sp 1 pentium iii 450 mhz 16mb ram (64mb for ...","","18.97"
"http://www.google.com/base/feeds/snippets/17407485579094223073","viva media llc learn to play chess with fritz & chesster 2","jump into chess action move by move to rescue chesster from deep within king black's castle. join fritz and bianca in a thrilling chess adventure where each challenge will help you sharpen your skills and prepare for the ultimate showdown. <l","","26.14"
"http://www.google.com/base/feeds/snippets/18404168006486239466","adobe systems inc - 29180248 - adobe photoshop elements 5.0/premiere elements 3.0","adobe® photoshop® elements 5.0 plus adobe premiere® elements 3.0 software combines two powerful yet easy-to-use products to deliver the most complete photo and video editing solution. entertain friends with unique cinematic slide shows and","","139.51"
"http://www.google.com/base/feeds/snippets/18142071205016449884","avanquest usa llc spycatcher 2007","detect and remove spyware spycatcher is the first and only anti-spyware solution that continuously protects consumers from next-generation mutating spyware easily and safely. spycatcher enables even novice pc users to remove and block the most ins","","17.5"
"http://www.google.com/base/feeds/snippets/9807438286656285076","microsoft office visio standard 2007 (pc)","key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...","","249.95"
"http://www.google.com/base/feeds/snippets/5673733196767057398","adobe dreamweaver cs3","system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram (1gb recommended) 1.4gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...","","415.99"
"http://www.google.com/base/feeds/snippets/13023052343955574084","adventure workshop 1st-3rd grade. 8th edition (pc) encore","key features: build essential skills 1st-3rd grade...","","19.95"
"http://www.google.com/base/feeds/snippets/4682448981783641744","adobe after effects professional 7.0 software effects software","after effects professional 7.0 software for mac os x the after effects professional 7.0 software for mac os x from adobe is a powerful 2d and 3d compositing software suite. it features hundreds of effects and animation presets to bring a new ...","","998.95"
"http://www.google.com/base/feeds/snippets/712876185653102576","individual software resume maker professional deluxe 12.0","resumemaker is packed with powerful features to help you write better resumes land better jobs and earn higher salaries. whether you're actively searching for a job ready to advance your career or just want to get your resume into shape trust ...","","29.99"
"http://www.google.com/base/feeds/snippets/15052254484804072386","brighter minds backyard sports","","","19.99"
"http://www.google.com/base/feeds/snippets/18396633258112051350","office mac student/teach 04","model- ms-cd73797mc vendor- microsoft corporation features- office 2004 for mac student and teacher edition- full version office 2004 for mac student and teacher edition gives you all the leading presentation spreadsheet word processing and e-mail ...","","146.02"
"http://www.google.com/base/feeds/snippets/4921806606938865897","simple slide show","simple to do from the click of your camera to the click of your mouse transforming your photos into a customized carousel to share has never been easier. and with simple slide show you'll have everything you need to transfer your existing ...","","15.9"
"http://www.google.com/base/feeds/snippets/15944513620809178120","totally spies total swamp romp by brighter minds","macintosh system requirements: max os x 10.1.5 or higher 400mhz powerpc® g4 processor 150mb free hard drive space 64mb ram 16-bit color video card 8x cd-rom drive mouse","","19.99"
"http://www.google.com/base/feeds/snippets/904752907591542149","webroot software inc 54210 - webroot desktop firewall - firewall - pc","webroot software inc 54210 : a computer without a firewall is easy prey for hackers worms remote access trojans and other online threats. anti-spyware and virus protection are only a part of any security solution. a firewall is a critical ...","","25.97"
"http://www.google.com/base/feeds/snippets/10090208868795399315","quicken 2007 premier win cd","quicken 2007 premier win cd","intuit","73.99"
"http://www.google.com/base/feeds/snippets/17695920349455995837","alfred publishing inc learn to play keyboard","for beginners of all ages. based on best selling book series from alfred publishing - teaching the world to play music since 1922! system requirements: windows: pentium or compatible 32 mb ram 30 mb hd space 640x480 16-bit color display","","7.22"
"http://www.google.com/base/feeds/snippets/534612205120966482","sony media software acid pro 6 software upgrade from acid pro 5 music production software","acid pro 6 loop based music production software for windows - upgrade for owners of acid pro 5 acid pro 6 from sony media software is a loop-based music creation tool that allows for the production of original royalty-free music. songs can be ...","","129.95"
"http://www.google.com/base/feeds/snippets/5032391174084349054","media made easy volume 3","this is the best collection of media based products on the market. create edit record remix restore capture burn present. media made easy does it all. powerful and easy to use media made easy contains 8 full programs from some of the biggest ...","","24.9"
"http://www.google.com/base/feeds/snippets/17059526546034030562","sos aggregation company calculation skills v1 add & sub - basic - core learning","this four volume series builds fundamental calculation competence with four core arithmetic operations. two volumes provide calculation practice with addition and subtraction at a basic and advanced level; the other two volumes provide calculation ...","","15.91"
"http://www.google.com/base/feeds/snippets/16883659993106723886","enteractive inc fps creator","first person shooters are the most popular games. now for the first time ever anyone can make their own action packed fps games without any programming or 3d modeling knowledge. fps creator brings game creation to a whole new level. it offers an","","44.58"
"http://www.google.com/base/feeds/snippets/17651580132908652894","sos aggregation company corefx three level-core learning ltd.","a powerful graphics software program with selection of skill level to suit users of all ages;painting and drawing tools use realistic art effects and the program includes clipart photo-editing and animation tools system requirements: windows ba","","51.09"
"http://www.google.com/base/feeds/snippets/5536147337142384196","adobe indesign cs3 for mac","system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 256mb ram (512mb recommended) 1.6gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...","","725.99"
"http://www.google.com/base/feeds/snippets/65578552457551022","encore software 10466 - clickart 1.2 million dvd 2006 by broderbund","encore software 10466 : encore software clickart 1.2 million dvd 2006 by broderbund - 10466","","41.97"
"http://www.google.com/base/feeds/snippets/13759883185832377445","daylite v3.0 - marketcircle (mac 10.4 or later)","designed for the unique needs of mac-based businesses of 1-50 people daylite3 is a new generation of productivity management software. daylite3 s time-saving features include shared calendars seamless integration with apple mail project and ...","","149"
"http://www.google.com/base/feeds/snippets/18417354130985846422","autocad 2007 coursewarecustomizing the interface","autocad 2007 coursewarecustomizing the interface","","39.69"
"http://www.google.com/base/feeds/snippets/7739419455751524618","microsoft windows xp pro sp2 retail","","","299.99"
"http://www.google.com/base/feeds/snippets/9949258255997064102","money prem 2007 cd minibox","money premium 2007 win32 english north america us only cd mini box non-rebate","microsoft","63.99"
"http://www.google.com/base/feeds/snippets/8804538687114603592","clifford thinking","overview that's why when clifford tries to do what other dogs do things can get a little out of hand. sometimes he gets into trouble. sometimes he saves the day. most of the time he has a lot of fun. all of the time he's a good dog and true friend ...","","12.9"
"http://www.google.com/base/feeds/snippets/1347968736695236641","apple web objects 5.2 software apple & mac software","web objects 5.2 software apple's webobjects allows you to quickly develop and deploy java server applications and standards-based web services. a powerful rapid application development environment that extends the reach of developers and reduces the ...","","689.95"
"http://www.google.com/base/feeds/snippets/11829938385250188093","extensis portfolio 8","system requirements windows current version: 8.1 windows 2000 xp or higher pentium class processor at 1ghz or faster 256mb ram (512mb recommended) xga or higher display at millions of colors 200mb hard drive space cd-rom for installation network ...","","195.99"
"http://www.google.com/base/feeds/snippets/17640225934406949646","dvo enterprises inc. cookn cd recipe cards","150 printer-ready decorative 3x5 recipe cards. package includes a magnetic recipe card holder to protect the cards from spills and splatters and the cook`n favorites cd with 150 delicious recipes from five of our best selling products.","","17.55"
"http://www.google.com/base/feeds/snippets/16965466141678042659","mcafee inc mcafee virusscan plus sub 1:1 3u mb en","","","56.38"
"http://www.google.com/base/feeds/snippets/2066161709446383266","onone software ele-10211 - on1 essentials v.1.0 for photoshop elements - complete product - graphics/designing - 1 user - complete product - standard - english - pc mac","onone software ele-10211 : make it better cut it out frame it enlarge it! essentials for photoshop elements is the must-have companion for adobe photoshop elements. you'll spend less time behind the computer and more time enjoying taking pictures ...","","50.97"
"http://www.google.com/base/feeds/snippets/6426816868919758079","encore software 10566 - encore hoyle card games 2005 - complete product - sports game - 1 user - complete product - standard - pc","encore software 10566 : step up to the best deal in town and test your skill. shuffle the cards and deal yourself in to the greatest card games of all time. hoyle drops you right into the action with over 70 classic games official rules tips and ...","","17.97"
"http://www.google.com/base/feeds/snippets/10775485982845096156","sibelius compass music composition teaching software music production software","compass - music composition teaching software for high school and college - mac and windows compass from sibelius is a software program to help students learn how to compose. it includes lessons worksheets and self-tests covering a wide range of ...","","119.95"
"http://www.google.com/base/feeds/snippets/16388256207576026986","microsoft office 2004 std upgrade","system requirements: g3 mac os x-compatible processor or higher mac os x version 10.2.8 or later 256 mb of ram 450 mb of available hard-disk space for a recommended install of office; 630 mb for a full drag-and-drop install of office cd-rom drive ...","","219.99"
"http://www.google.com/base/feeds/snippets/5572182459728876600","bias deck 3.5 le digital audio recording software music production software","deck 3.5 le multi-track digital audio recording software (up to 12 tracks) for mac bias deck 3.5 le turns a mac into a full-fledged recording studio recording up to 12 audio tracks with full cd quality. work can be edited instantly (while always ...","","69.95"
"http://www.google.com/base/feeds/snippets/17832927937923546408","csdc pop-up stopper professional - panicware","pop-up stopper professional is complete ad-blocking technology from a company you can trust. it blocks pop-up and pop-under ads in all browsers including aol msn netscape internet explorer sbc yahoo wmconnect & more ? it even blocks annoying ...","","26.14"
"http://www.google.com/base/feeds/snippets/13304616444690819122","microspot interiors (ints3.6sb)","microspot interiors brand: microspot ltd. mpn: ints3.6sb variant name: microspot interiors","","95.95"
