"idDBLP","idACM"
"conf/sigmod/BilirisFOP96",280362
"conf/sigmod/SrikantA96",233311
"conf/sigmod/FukudaMMT96",233313
"conf/sigmod/SelfridgeSW96",233315
"conf/sigmod/VanceM96",233317
"conf/sigmod/GoelI96",233318
"conf/sigmod/ChaudhuriG96",233323
"conf/sigmod/ZhangRL96",233324
"conf/sigmod/ZouS96",233325
"conf/sigmod/AchyutuniON96",233326
"conf/sigmod/AdaliCPS96",233327
"conf/sigmod/FranklinJK96",233328
"conf/sigmod/GrayHOS96",233330
"conf/sigmod/HillyerS96",233332
"conf/sigmod/HarinarayanRU96",233333
"conf/sigmod/RaoBG96",233334
"conf/sigmod/LoR96",233337
"conf/sigmod/PatelD96",233338
"conf/sigmod/PoosalaIHS96",233342
"conf/sigmod/DohertyHR96",233344
"conf/sigmod/LiskovACDGGMMS96",233346
"conf/sigmod/Tajima96",233349
"conf/sigmod/GarofalakisI96",233352
"conf/sigmod/CookKWZ96",233354
"conf/sigmod/McAuliffeCS96",233355
"conf/sigmod/CherniackZ96",233356
"conf/sigmod/HellersteinN96",233359
"conf/sigmod/RossSS96",233361
"conf/sigmod/MorpainCFP96",233362
"conf/sigmod/GoyalHKMS96",233369
"conf/sigmod/FernandezS96",280347
"conf/sigmod/Bernstein96",280348
"conf/sigmod/Mohan96",280350
"conf/sigmod/PiatkoYLS96",280352
"conf/sigmod/BohmA96",280353
"conf/sigmod/QuassWGHLMNRRAUW96",280355
"conf/sigmod/ChooOLCGBPS96",280357
"conf/sigmod/DogacHKOONDMAKE96",280358
"conf/sigmod/FukudaMMT96a",280359
"conf/sigmod/RundensteinerKRCJM96",280361
"conf/sigmod/RothAHCCFSTW96",280363
"conf/sigmod/BerensonBGMOO95",223785
"conf/sigmod/AdyaGLM95",223787
"conf/sigmod/Freeston95",223796
"conf/sigmod/ShatdalN95",223801
"conf/sigmod/FaloutsosL95",223812
"conf/sigmod/ParkCY95",223813
"conf/sigmod/AcharyaAFZ95",223816
"conf/sigmod/GuptaMR95",223817
"conf/sigmod/HouZ95",223840
"conf/sigmod/IoannidisP95",223841
"conf/sigmod/AdelbergGK95",223842
"conf/sigmod/DavisonG95",223845
"conf/sigmod/LuMSS95",223850
"conf/sigmod/BersonGM95",223852
"conf/sigmod/AbiteboulCM95",223854
"conf/sigmod/BrinDG95",223855
"conf/sigmod/Gettys95",223860
"conf/sigmod/Hope95",223861
"conf/sigmod/Ivinskis95",223862
"conf/sigmod/WoelkBJOTU95",223867
"conf/sigmod/Squire95",223869
"conf/sigmod/Olson95",223873
"conf/sigmod/Kleissner95",223875
"conf/sigmod/BaruFGHJPW95",223876
"conf/sigmod/ImielinskiV95",223885
"conf/sigmod/RadekeBBEKKN95",223894
"conf/sigmod/MoleskyR95",223786
"conf/sigmod/BrodskyK95",223788
"conf/sigmod/FegarasM95",223789
"conf/sigmod/GardarinMP95",223791
"conf/sigmod/RoussopoulosKV95",223794
"conf/sigmod/PapadiasTSE95",223798
"conf/sigmod/WilschutFA95",223803
"conf/sigmod/HernandezS95",223807
"conf/sigmod/RamaswamyK95",223809
"conf/sigmod/ArefBV95",223811
"conf/sigmod/WhiteD95",223814
"conf/sigmod/BettiniWBJ95",223843
"conf/sigmod/SistlaW95",223844
"conf/sigmod/DuSD95",223846
"conf/sigmod/BhargavaGI95",223847
"conf/sigmod/ZhugeGHW95",223848
"conf/sigmod/GriffinL95",223849
"conf/sigmod/FreedmanD95",223851
"conf/sigmod/DanS95",223853
"conf/sigmod/ChaudhuriDY95",223856
"conf/sigmod/Team95",223857
"conf/sigmod/Team95c",223858
"conf/sigmod/Moore95",223859
"conf/sigmod/BunemanM95",223863
"conf/sigmod/Gray95",223864
"conf/sigmod/Ellison95",277954
"conf/sigmod/Epstein95",277955
"conf/sigmod/Golding95",223865
"conf/sigmod/Shyy95",223866
"conf/sigmod/Edelstein95",223868
"conf/sigmod/Bampahl95",223870
"conf/sigmod/French95",223871
"conf/sigmod/Perna95",223872
"conf/sigmod/Atkinson95",223874
"conf/sigmod/Gerber95",223877
"conf/sigmod/Levine95",223878
"conf/sigmod/MattosM95",223881
"conf/sigmod/Sheth95",223882
"conf/sigmod/Norrie95",223883
"conf/sigmod/Gibson95",223884
"conf/sigmod/CeriFPP95",223886
"conf/sigmod/ColletC95",223887
"conf/sigmod/AshleyFHLNP95",223888
"conf/sigmod/BuchmannDZH95",223889
"conf/sigmod/MassariPSC95",223890
"conf/sigmod/ShklarSKT95",223891
"conf/sigmod/ThomasDM95",223892
"conf/sigmod/GatziuGD95",223893
"conf/sigmod/KeimK95",223895
"conf/sigmod/HammerGIPUW95",223896
"conf/sigmod/LiC95",223897
"conf/sigmod/Team95a",223898
"conf/sigmod/Team95b",223899
"conf/sigmod/WangZS95",223900
"conf/sigmod/GrossmanHQ95",223901
"conf/sigmod/DreyerDS95",223902
"conf/sigmod/JonkerS95",223903
"conf/sigmod/HuangSW94",191845
"conf/sigmod/ImielinskiVB94",191846
"conf/sigmod/BilirisDGJR94",191848
"conf/sigmod/MohanN94",191849
"conf/sigmod/ZhangNBB94",191850
"conf/sigmod/GibbsBT94",191856
"conf/sigmod/WangCMSSZ94",191863
"conf/sigmod/ChenR94",191874
"conf/sigmod/SwamiS94",191877
"conf/sigmod/NybergBCGL94",191884
"conf/sigmod/VingralekBW94",191889
"conf/sigmod/KrollW94",191891
"conf/sigmod/ChristophidesACS94",191901
"conf/sigmod/CareyFZ94",191911
"conf/sigmod/FaloutsosRM94",191925
"conf/sigmod/DarR94",191928
"conf/sigmod/Dietterich94",191931
"conf/sigmod/Martin94",191936
"conf/sigmod/Vaskevitch94",191942
"conf/sigmod/BilirisP94",191983
"conf/sigmod/BrinkhoffKSS94a",191988
"conf/sigmod/Mohan94",191990
"conf/sigmod/Jagadish94",191991
"conf/sigmod/Ballinger94",191944
"conf/sigmod/BarbaraI94",191844
"conf/sigmod/Ahn94",191847
"conf/sigmod/BersonGMJ94",191852
"conf/sigmod/MumickP94",191860
"conf/sigmod/GravanoGT94",191869
"conf/sigmod/IoannidisL94",191870
"conf/sigmod/ColeG94",191872
"conf/sigmod/HsiaoCY94",191879
"conf/sigmod/BrinkhoffKSS94",191880
"conf/sigmod/LoR94",191881
"conf/sigmod/PangCL94",191882
"conf/sigmod/GraySEBW94",191886
"conf/sigmod/DewanSHH94",191893
"conf/sigmod/TomasicGS94",191896
"conf/sigmod/ConsensM94",191898
"conf/sigmod/Hellerstein94",191904
"conf/sigmod/KemperMPS94",191906
"conf/sigmod/Galindo-Legaria94",191908
"conf/sigmod/CookWZ94",191913
"conf/sigmod/CareyDFHMNSSTTWZ94",191915
"conf/sigmod/WhiteD94",191919
"conf/sigmod/McIverK94",191924
"conf/sigmod/SeshadriLR94",191926
"conf/sigmod/SagonasSW94",191927
"conf/sigmod/Carey94",191929
"conf/sigmod/DanielsDDEHJJLSSS94",191930
"conf/sigmod/GorelikWD94",191932
"conf/sigmod/LaursenOP94",191933
"conf/sigmod/Kulkarni94",191935
"conf/sigmod/Cattell94",191937
"conf/sigmod/Kim94",191938
"conf/sigmod/Ubell94",191939
"conf/sigmod/Pirahesh94",191941
"conf/sigmod/Englert94",191945
"conf/sigmod/Fernandez94",191947
"conf/sigmod/Melling94",191948
"conf/sigmod/SinghTW94",191949
"conf/sigmod/FlokstraKS94",191951
"conf/sigmod/BryanMCLG94",191955
"conf/sigmod/MissikoffT94",191958
"conf/sigmod/KuhnTS94",191963
"conf/sigmod/GrossmanQ94",191965
"conf/sigmod/TheodoulidisAACKS94",191967
"conf/sigmod/SagonasSW94a",191970
"conf/sigmod/DogacAEOADAOS94",197137
"conf/sigmod/AgrawalCFGHIIMMSS94",191972
"conf/sigmod/CatarciS94",191976
"conf/sigmod/HanFHCC94",191979
"conf/sigmod/HwangLYMMGCSS94",191986
"conf/sigmod/Blakeley94",191989
"conf/sigmod/BabcockO03",872764
"conf/sigmod/DasGR03",872765
"conf/sigmod/WangJLY03",872777
"conf/sigmod/DeligiannakisR03",872786
"conf/sigmod/BabcockBDM03",872789
"conf/sigmod/BenediktCFFR03",872792
"conf/sigmod/MiloAABN03",872793
"conf/sigmod/FaginKS03",872795
"conf/sigmod/ArasuG03",872799
"conf/sigmod/ChaudhuriGS03",872802
"conf/sigmod/IlyasRLGL03",872803
"conf/sigmod/ReissK03",872804
"conf/sigmod/LometT03",872806
"conf/sigmod/Bierman03",872807
"conf/sigmod/SunAA03",872813
"conf/sigmod/PapadiasTFS03",872814
"conf/sigmod/CuiOTS03",872815
"conf/sigmod/DeshpandeNGS03",872818
"conf/sigmod/LiBKN03",872820
"conf/sigmod/AbiteboulBCMM03",872821
"conf/sigmod/BabcockCD03",872822
"conf/sigmod/ChengKP03",872823
"conf/sigmod/OlstonJW03",872825
"conf/sigmod/DeHaanTCO03",872832
"conf/sigmod/CranorJSS03",872838
"conf/sigmod/ShenNSHS03",872842
"conf/sigmod/BornhovdAKMPR03",872849
"conf/sigmod/AbadiCCCCEGHMRSSTXYZ03",872855
"conf/sigmod/AgrawalK03",872865
"conf/sigmod/GuptaLM03",872869
"conf/sigmod/JohnsonD03",872875
"conf/sigmod/JagatheesanR03",872878
"conf/sigmod/Mamoulis03",872778
"conf/sigmod/Ullman03",872759
"conf/sigmod/Al-KhalifaYJ03",872761
"conf/sigmod/GuoSBS03",872762
"conf/sigmod/WitkowskiBBDFGSS03",872767
"conf/sigmod/LakshmananPZ03",872768
"conf/sigmod/SchleimerWA03",872770
"conf/sigmod/AgrawalES03",872771
"conf/sigmod/SionAP03",872772
"conf/sigmod/WangPFY03",872774
"conf/sigmod/MinPC03",872775
"conf/sigmod/QunLO03",872776
"conf/sigmod/Dyreson03",872779
"conf/sigmod/ZhuS03",872780
"conf/sigmod/MelnikRB03",872782
"conf/sigmod/KangN03",872783
"conf/sigmod/HeC03",872784
"conf/sigmod/CohenM03",872787
"conf/sigmod/GangulyGR03",872790
"conf/sigmod/ChaudhuriGGM03",872796
"conf/sigmod/KementsietsidisAM03",872798
"conf/sigmod/StoltePAG03",872800
"conf/sigmod/GuptaS03",872809
"conf/sigmod/PengC03",872810
"conf/sigmod/ZhangZPTL03",872812
"conf/sigmod/MaddenFHH03",872817
"conf/sigmod/KriegelBKPS03",872828
"conf/sigmod/KimC03",872829
"conf/sigmod/ChaudhuriKN03",872831
"conf/sigmod/PadmanabhanBMCH03",872835
"conf/sigmod/GotoK03",872837
"conf/sigmod/ZuzartePMCLW03",872840
"conf/sigmod/LakshmananPZ03a",872843
"conf/sigmod/OoiTZGLLLNSWZ03",872845
"conf/sigmod/LarsonG03",872848
"conf/sigmod/AgichteinG03",872851
"conf/sigmod/Amer-YahiaFSX03",872852
"conf/sigmod/DeshpandeNGS03a",872856
"conf/sigmod/ChandrasekaranCDFHHKMRS03",872857
"conf/sigmod/ChoALS03",872859
