"id","title","authors","venue","year"
"journals/sigmod/ChakravarthyAEFO03","Database Research at UT Arlington","Sharma Chakravarthy, Y. Alp Aslandogan, Ramez Elmasri, Leonidas Fegaras, Jung-Hwan Oh","SIGMOD Record",2003
"journals/sigmod/KimballS95","Why Decision Support Fails and How To Fix It","Kevin Strehlo, Ralph Kimball","SIGMOD Record",1995
"conf/vldb/OzdenBRS94","A Low-Cost Storage Server for Movie on Demand Databases","Alexandros Biliris, Banu Özden, Abraham Silberschatz, Rajeev Rastogi","VLDB",1994
"conf/vldb/NinkHR99","Generating Call-Level Interfaces for Advanced Database Application Programming","Theo Härder, Norbert Ritter, Udo Nink","VLDB",1999
"conf/sigmod/WangWYY02","Clustering by pattern similarity in large data sets","Haixun Wang, Wei Wang, Philip S. Yu, Jiong Yang","SIGMOD Conference",2002
"conf/sigmod/Rodriguez-Martinez00","MOCHA: A Database Middleware System Featuring Automatic Deployment of Application-Specific Functionality","Manuel Rodriguez-Martinez, Joseph JáJá, John M. McGann, Nick Roussopoulos, Zhexuan Song, Stephen Kelley, Vadim Katz","SIGMOD Conference",2000
"conf/sigmod/ChenDLT00","Fact: A Learning Based Web Query Processing System","Zengping Tian, Hongjun Lu, Yanlei Diao, Songting Chen","SIGMOD Conference",2000
"journals/sigmod/MeltonE01","SQL Multimedia and Application Packages (SQL/MM)","Jim Melton, Andrew Eisenberg","SIGMOD Record",2001
"conf/vldb/Sheth96","Bellcore's ADAPT/X Harness System for Managing Information on Internet and Intranets","Amit P. Sheth","VLDB",1996
"conf/sigmod/Larson01","XML Data Management Go Native or Spruce up Relational Systems? (Panel Abstract)","Per-Åke Larson","SIGMOD Conference",2001
"journals/sigmod/ChaudhuriD97","An Overview of Data Warehousing and OLAP Technology","Surajit Chaudhuri, Umeshwar Dayal","SIGMOD Record",1997
"conf/sigmod/BersonGMJ94","Staggered Striping in Multimedia Information Systems","Steven Berson, Richard R. Muntz, Shahram Ghandeharizadeh, Xiangyu Ju","SIGMOD Conference",1994
"journals/sigmod/GerlaX03","Multimedia streaming in large-scale sensor networks with mobile swarms","Mario Gerla, Kaixin Xu","SIGMOD Record",2003
"journals/sigmod/Klein94","How to Modify SQL Queries in Order to Guarantee Sure Answers","Hans-Joachim Klein","SIGMOD Record",1994
"conf/vldb/PirotteZMY94","Materialization: A Powerful and Ubiquitous Abstraction Pattern","Alain Pirotte, Esteban Zimányi, Tatiana Yakusheva, David Massart","VLDB",1994
"conf/sigmod/DattaDRTV01","Dynamic Content Acceleration: A Caching Solution to Enable Scalable Dynamic Web Page Generation","Debra E. VanderMeer, Krithi Ramamritham, Helen M. Thomas, Anindya Datta, Kaushik Dutta","SIGMOD Conference",2001
"journals/sigmod/Bertram94","Data Modelling in the Large","Martin Bertram","SIGMOD Record",1994
"conf/sigmod/TatarinovIHW01","Updating XML","Daniel S. Weld, Zachary G. Ives, Igor Tatarinov, Alon Y. Halevy","SIGMOD Conference",2001
"journals/sigmod/RoantreeS02","Research in Information Managment at Dublin City University","Alan F. Smeaton, Mark Roantree","SIGMOD Record",2002
"conf/sigmod/BaumannDFRW98","The Multidimensional Database System RasDaMan","Andreas Dehmel, Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado","SIGMOD Conference",1998
"conf/vldb/AnSVKIG01","Analyzing energy behavior of spatial access methods for memory-resident data","Anand Sivasubramaniam, Sudhanva Gurumurthi, Narayanan Vijaykrishnan, Ning An, Mary Jane Irwin, Mahmut T. Kandemir","VLDB",2001
"conf/vldb/Graefe99","The Value of Merge-Join and Hash-Join in SQL Server","Goetz Graefe","VLDB",1999
"conf/sigmod/Weininger02","Efficient execution of joins in a star schema","Andreas Weininger","SIGMOD Conference",2002
"conf/vldb/ChristopheBPV00","PicoDMBS: Scaling Down Database Techniques for the Smartcard","Luc Bouganim, Patrick Valduriez, Philippe Pucheral, Christophe Bobineau","VLDB",2000
"conf/vldb/JagadishKNS99","Multi-Dimensional Substring Selectivity Estimation","Divesh Srivastava, Olga Kapitskaia, Raymond T. Ng, H. V. Jagadish","VLDB",1999
"journals/vldb/HarderST99","The Intrinsic Problems of Structural Heterogeneity and an Approach to Their Solution","Theo Härder, Joachim Thomas, Günter Sauter","VLDB J.",1999
"conf/sigmod/Mohan99","A Database Perspective on Lotus Domino/Notes","C. Mohan","SIGMOD Conference",1999
"journals/sigmod/Camps96","Domains, Relations and Religious Wars","Rafael Camps","SIGMOD Record",1996
"conf/vldb/Shenker03","The Data-Centric Revolution in Networking","Scott Shenker","VLDB",2003
"conf/sigmod/DeshpandeNGS03","Cache-and-Query for Wide Area Sensor Databases","Phillip B. Gibbons, Srinivasan Seshan, Suman Kumar Nath, Amol Deshpande","SIGMOD Conference",2003
"conf/vldb/GardarinGT95","A Cost Model for Clustered Object-Oriented Databases","Zhao-Hui Tang, Jean-Robert Gruser, Georges Gardarin","VLDB",1995
"conf/vldb/Garcia-MolinaLY98","Expiring Data in a Warehouse","Wilburt Labio, Jun Yang, Hector Garcia-Molina","VLDB",1998
"journals/sigmod/Qian97","Opportunities in Information Management and Assurance","Xiaolei Qian","SIGMOD Record",1997
"conf/vldb/EicklerKK97","Finding Data in the Neighborhood","André Eickler, Alfons Kemper, Donald Kossmann","VLDB",1997
"conf/sigmod/HristidisKP01","PREFER: A System for the Efficient Execution of Multi-parametric Ranked Queries","Yannis Papakonstantinou, Vagelis Hristidis, Nick Koudas","SIGMOD Conference",2001
"journals/sigmod/Liu02","Editor's Notes","Ling Liu","SIGMOD Record",2002
"conf/sigmod/ZhangMCMR02","Rainbow: mapping-driven XQuery processing system","Mukesh Mulchandani, Elke A. Rundensteiner, Xin Zhang, Brian Murphy, Steffen Christ","SIGMOD Conference",2002
"journals/vldb/PoulovassilisS96","Algebraic Query Optimisation for Database Programming Languages","Carol Small, Alexandra Poulovassilis","VLDB J.",1996
"journals/tods/AikenHW95","Static Analysis Techniques for Predicting the Behavior of Active Database Rules","Alexander Aiken, Jennifer Widom, Joseph M. Hellerstein","ACM Trans. Database Syst.",1995
"conf/sigmod/TheodoulidisAACKS94","The ORES Temporal Database Management System","Babis Theodoulidis, George Karvelis, Jayant Chaudhary, Aziz Ait-Braham, Simon Sou, George Andrianopoulos","SIGMOD Conference",1994
"journals/tods/MumickFPR96","Magic Conditions","Hamid Pirahesh, Inderpal Singh Mumick, Raghu Ramakrishnan, Sheldon J. Finkelstein","ACM Trans. Database Syst.",1996
"conf/vldb/MoserKK95","L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS","Wolfgang Klas, Frank Moser, Achim Kraiss","VLDB",1995
"conf/sigmod/Spiro98","Ubiquitous, Self-tuning, Scalable Servers","Peter M. Spiro","SIGMOD Conference",1998
"conf/vldb/Sarawagi99","Explaining Differences in Multidimensional Aggregates","Sunita Sarawagi","VLDB",1999
"conf/vldb/WuYCT95","A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System","Kun-Lung Wu, Philip S. Yu, James Z. Teng, Jen-Yao Chung","VLDB",1995
"conf/sigmod/Vaskevitch94","Database in Crisis and Transition: A Technical Agenda for the Year 2001","David Vaskevitch","SIGMOD Conference",1994
"conf/sigmod/Sheth95","Workflow Automation: Applications, Technology, and Research (Tutorial)","Amit P. Sheth","SIGMOD Conference",1995
"journals/sigmod/KantM00","Workshop on Performance and Architecture of Web Servers (PAWS-2000, held in conjection with SIGMETRICS-2000)","Krishna Kant, Prasant Mohapatra","SIGMOD Record",2000
"conf/vldb/PottingerL00","A Scalable Algorithm for Answering Queries Using Views","Rachel Pottinger, Alon Y. Levy","VLDB",2000
"journals/sigmod/Snodgrass02","Why I Like Working in Academia","Richard T. Snodgrass","SIGMOD Record",2002
"conf/sigmod/GionisGK01","Efficient and Tunable Similar Set Retrieval","Dimitrios Gunopulos, Aristides Gionis, Nick Koudas","SIGMOD Conference",2001
"conf/vldb/ChakrabartiRS02","Fast and Accurate Text Classification via Multiple Linear Discriminant Projections","Mahesh V. Soundalgekar, Soumen Chakrabarti, Shourya Roy","VLDB",2002
"conf/vldb/DayalHL01","Business Process Coordination: State of the Art, Trends, and Open Issues","Meichun Hsu, Rivka Ladin, Umeshwar Dayal","VLDB",2001
"conf/vldb/Bowker00","Work and Information Practices in the Sciences of Biodiversity","Geoffrey C. Bowker","VLDB",2000
"conf/sigmod/GibbsBT94","Data Modeling of Time-Based Media","Simon J. Gibbs, Christian Breiteneder, Dennis Tsichritzis","SIGMOD Conference",1994
"journals/tods/SrivastavaSRN95","Space Optimization in Deductive Databases","S. Sudarshan, Divesh Srivastava, Raghu Ramakrishnan, Jeffrey F. Naughton","ACM Trans. Database Syst.",1995
"journals/sigmod/Snodgrass00a","Chair's Message","Richard T. Snodgrass","SIGMOD Record",2000
"journals/sigmod/Alonso94b","Trade Press News - Announcement and Preface","Rafael Alonso","SIGMOD Record",1994
"conf/sigmod/ChenGM01","Improving Index Performance through Prefetching","Shimin Chen, Todd C. Mowry, Phillip B. Gibbons","SIGMOD Conference",2001
"journals/sigmod/Qian96b","New Programs at DARPA and NSF","Xiaolei Qian","SIGMOD Record",1996
"conf/vldb/PoulovassilisS94","Investigation of Algebraic Query Optimisation Techniques for Database Programming Languages","Alexandra Poulovassilis, Carol Small","VLDB",1994
"conf/vldb/DeutschPT99","Physical Data Independence, Constraints, and Optimization with Universal Plans","Lucian Popa, Alin Deutsch, Val Tannen","VLDB",1999
"conf/sigmod/IvesFFLW99","An Adaptive Query Execution System for Data Integration","Daniel S. Weld, Alon Y. Levy, Marc Friedman, Zachary G. Ives, Daniela Florescu","SIGMOD Conference",1999
"conf/vldb/Sondag01","The Semantic Web Paving the Way to the Knowledge Society","Pierre-Paul Sondag","VLDB",2001
"conf/vldb/ShaferA97","Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications","Rakesh Agrawal, John C. Shafer","VLDB",1997
"journals/tods/DiaoAFZF03","Path sharing and predicate evaluation for high-performance XML filtering","Yanlei Diao, Hao Zhang, Peter M. Fischer, Michael J. Franklin, Mehmet Altinel","ACM Trans. Database Syst.",2003
"conf/sigmod/GangulyGR03","Processing Set Expressions over Continuous Update Streams","Sumit Ganguly, Minos N. Garofalakis, Rajeev Rastogi","SIGMOD Conference",2003
"conf/vldb/Johnson99","Performance Measurements of Compressed Bitmap Indices","Theodore Johnson","VLDB",1999
"conf/vldb/ChanI99","Hierarchical Prefix Cubes for Range-Sum Queries","Chee Yong Chan, Yannis E. Ioannidis","VLDB",1999
"journals/tods/WijesekeraJPH03","Removing permissions in the flexible authorization framework","Åsa Hagström, Duminda Wijesekera, Francesco Parisi-Presicce, Sushil Jajodia","ACM Trans. Database Syst.",2003
"conf/sigmod/AmbiteABKMMMPT98","ARIADNE: A System for Constructing Mediators for Internet Sources","Ion Muslea, Greg Barish, Andrew Philpot, Craig A. Knoblock, Steven Minton, José Luis Ambite, Pragnesh Jay Modi, Sheila Tejada, Naveen Ashish","SIGMOD Conference",1998
"journals/tods/MamoulisP01","Multiway spatial joins","Dimitris Papadias, Nikos Mamoulis","ACM Trans. Database Syst.",2001
"conf/sigmod/HarinarayanRU96","Implementing Data Cubes Efficiently","Anand Rajaraman, Jeffrey D. Ullman, Venky Harinarayan","SIGMOD Conference",1996
"journals/sigmod/MattosD94","Recent Design Trade-offs in SQL3","Nelson Mendonça Mattos, Linda G. DeMichiel","SIGMOD Record",1994
"journals/sigmod/EisenbergM99a","SQLJ-Part 1: SQL Routines Using the Java Programming Language","Andrew Eisenberg, Jim Melton","SIGMOD Record",1999
"conf/sigmod/RafieiM97","Similarity-Based Queries for Time Series Data","Alberto O. Mendelzon, Davood Rafiei","SIGMOD Conference",1997
"journals/sigmod/PapianiWDN99","A Distributed Scientific Data Archive Using the Web, XML and SQL/MED","Alistair N. Dunlop, Jasmin L. Wason, Denis A. Nicole, Mark Papiani","SIGMOD Record",1999
"conf/vldb/HeymannTKWRMF02","Viator - A Tool Family for Graphical Networking and Data View Creation","Katja Tham, Axel Kilian, Dieter Merkel, Peter Rieger, Stephan Heymann, Gunnar Wegner, Johann Christoph Freytag","VLDB",2002
"journals/sigmod/Jagadish01","Information Warfare and Security - Book Review","H. V. Jagadish","SIGMOD Record",2001
"conf/vldb/Norvag99","The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems","Kjetil Nørvåg","VLDB",1999
"conf/vldb/BelussiF95","Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension","Christos Faloutsos, Alberto Belussi","VLDB",1995
"journals/vldb/AslanM99","Semantic Heterogeneity Resolution in Federated Databases by Metadata Implantation and Stepwise Evolution","Dennis McLeod, Goksel Aslan","VLDB J.",1999
"journals/sigmod/YeungHL94","Performance Evaluation of a New Distributed Deadlock Detection Algorithm","Chim-fu Yeung, Kam-yiu Lam, Sheung-lun Hung","SIGMOD Record",1994
"journals/sigmod/MeltonMJKSZ01","SQL and Management of External Data","Jan-Eike Michels, Jim Melton, Krishna G. Kulkarni, Peter M. Schwarz, Kathy Zeidenstein, Vanja Josifovski","SIGMOD Record",2001
"conf/vldb/LernerS03","AQuery: Query Language for Ordered Data, Optimization Techniques, and Experiments","Alberto Lerner, Dennis Shasha","VLDB",2003
"conf/vldb/GarofalakisOS97","Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases","Banu Özden, Minos N. Garofalakis, Abraham Silberschatz","VLDB",1997
"conf/sigmod/ShouCTRH01","REVIEW: A Real Time Virtual Walkthrough System","Yixin Ruan, Zhiyong Huang, Kian-Lee Tan, Jason Chionh, Lidan Shou","SIGMOD Conference",2001
"journals/tods/TendickM94","A Modified Random Perturbation Method for Database Security","Norman S. Matloff, Patrick Tendick","ACM Trans. Database Syst.",1994
"conf/sigmod/Suciu99","Managing Web Data","Dan Suciu","SIGMOD Conference",1999
"conf/vldb/Raghavan96","Loading the Data Warehouse Across Various Parallel Architectures","Vijay V. Raghavan","VLDB",1996
"journals/sigmod/KarlapalemLS95","HODFA: An Architectural Framework for Homogenizing Heterogeneous Legacy Database","Qing Li, Kamalakar Karlapalem, Chung-Dak Shum","SIGMOD Record",1995
"conf/vldb/ShashaB02","Database Tuning: Principles, Experiments, and Troubleshooting Techniques","Philippe Bonnet, Dennis Shasha","VLDB",2002
"journals/sigmod/RossGN03","Reminiscences an Influential Papers","Jeffrey F. Naughton, Minos N. Garofalakis, Kenneth A. Ross","SIGMOD Record",2003
"journals/sigmod/Zhang95","Application of OODB and SGML Techniques in Text Database: An Electronic Dictionary System","Jian Zhang","SIGMOD Record",1995
"conf/sigmod/ClossmanSHKPB98","Java and Relational Databases: SQLJ (Tutorial)","Johannes Klein, Richard Pledereder, Gray Clossman, Brian Becker, Phil Shaw, Mark Hapner","SIGMOD Conference",1998
"conf/sigmod/KaushikBNK02","Covering indexes for branching path queries","Raghav Kaushik, Henry F. Korth, Jeffrey F. Naughton, Philip Bohannon","SIGMOD Conference",2002
"conf/sigmod/LiC95","Semint: A System Prototype for Semantic Integration in Heterogeneous Databases","Wen-Syan Li, Chris Clifton","SIGMOD Conference",1995
"journals/sigmod/LabrinidisM01","Career-Enhancing Services at SIGMOD Online","Alexandros Labrinidis, Alberto O. Mendelzon","SIGMOD Record",2001
"conf/sigmod/GuptaHR97","Revisiting Commit Processing in Distributed Database Systems","Krithi Ramamritham, Jayant R. Haritsa, Ramesh Gupta","SIGMOD Conference",1997
"journals/tods/Alagic99","Type-Checking OQL Queries In the ODMG Type Systems","Suad Alagic","ACM Trans. Database Syst.",1999
"conf/sigmod/Golding95","Things Every Update Replication Customer Should Know","Rob Golding","SIGMOD Conference",1995
"journals/sigmod/Jonsson03","In Memory of Gísli R. Hjaltason","Björn Þór Jónsson","SIGMOD Record",2003
"conf/vldb/LevyMS94","Query Optimization by Predicate Move-Around","Inderpal Singh Mumick, Alon Y. Levy, Yehoshua Sagiv","VLDB",1994
"conf/sigmod/FernandezFKLS98","Catching the Boat with Strudel: Experiences with a Web-Site Management System","Jaewoo Kang, Dan Suciu, Alon Y. Levy, Daniela Florescu, Mary F. Fernandez","SIGMOD Conference",1998
"conf/sigmod/SlivinskasJS01","Adaptable Query Optimization and Evaluation in Temporal Middleware","Christian S. Jensen, Richard T. Snodgrass, Giedrius Slivinskas","SIGMOD Conference",2001
"conf/sigmod/ZhangRL96","BIRCH: An Efficient Data Clustering Method for Very Large Databases","Raghu Ramakrishnan, Miron Livny, Tian Zhang","SIGMOD Conference",1996
"conf/sigmod/TaoP02","Time-parameterized queries in spatio-temporal databases","Dimitris Papadias, Yufei Tao","SIGMOD Conference",2002
"conf/sigmod/HanKK97","Scalable Parallel Data Mining for Association Rules","Eui-Hong Han, Vipin Kumar, George Karypis","SIGMOD Conference",1997
"journals/tods/BaralisW00","An algebraic approach to static analysis of active database rules","Jennifer Widom, Elena Baralis","ACM Trans. Database Syst.",2000
"conf/vldb/CatozziR95","OS Support for VLDBs: Unix Enhancements for the Teradata Data Base","Sorana Rabinovici, John Catozzi","VLDB",1995
"conf/sigmod/SismanisDRK02","Dwarf: shrinking the PetaCube","Yannis Kotidis, Yannis Sismanis, Antonios Deligiannakis, Nick Roussopoulos","SIGMOD Conference",2002
"conf/sigmod/PiatkoYLS96","Thinksheet: A Tool for Tailoring Complex Documents","Dao-I Lin, Peter Piatko, Roman Yangarber, Dennis Shasha","SIGMOD Conference",1996
"conf/sigmod/ZouS96","On-line Reorganization of Sparsely-populated B+trees","Betty Salzberg, Chendong Zou","SIGMOD Conference",1996
"conf/sigmod/Weininger00","Handling Very Large Databases with Informix Extended Parallel Server","Andreas Weininger","SIGMOD Conference",2000
"conf/vldb/ChaudhuriS94","Including Group-By in Query Optimization","Surajit Chaudhuri, Kyuseok Shim","VLDB",1994
"conf/vldb/BestavrosB95","Value-cognizant Speculative Concurrency Control","Azer Bestavros, Spyridon Braoudakis","VLDB",1995
"journals/sigmod/Geller02","Data Mining: Practical Machine Learning Tools and Techniques - Book Review","James Geller","SIGMOD Record",2002
"journals/sigmod/LenzeriniNNS01","Report on the 8th International Workshop on Knowledge Representation Meets Databases (KRDB)","Dan Suciu, Maurizio Lenzerini, Daniele Nardi, Werner Nutt","SIGMOD Record",2001
"conf/sigmod/GravanoCGP97","STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper)","Hector Garcia-Molina, Luis Gravano, Kevin Chen-Chuan Chang, Andreas Paepcke","SIGMOD Conference",1997
"conf/vldb/BerchtoldKK96","The X-tree : An Index Structure for High-Dimensional Data","Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim","VLDB",1996
"conf/vldb/AnanthakrishnaCG02","Eliminating Fuzzy Duplicates in Data Warehouses","Rohit Ananthakrishna, Venkatesh Ganti, Surajit Chaudhuri","VLDB",2002
"conf/vldb/KerstenWFKBC03","A Database Striptease or How to Manage Your Personal Databases","Michael J. Franklin, Surajit Chaudhuri, Alejandro P. Buchmann, Gerhard Weikum, Daniel A. Keim, Martin L. Kersten","VLDB",2003
"conf/sigmod/DogacTPPLKTK02","An ebXML infrastructure implementation through UDDI registries and RosettaNet PIPs","Yildiray Kabak, Gokce Laleci, Sait Pektas, Serkan Toprak, Yusuf Tambag, Gokhan Kurt, Asuman Dogac, Pinar Pembecioglu","SIGMOD Conference",2002
"journals/sigmod/Bohlen95","Temporal Database System Implementations","Michael H. Böhlen","SIGMOD Record",1995
"conf/vldb/CohenMKS03","XSEarch: A Semantic Search Engine for XML","Yaron Kanza, Yehoshua Sagiv, Sara Cohen, Jonathan Mamou","VLDB",2003
"conf/vldb/HaberIL95","OPOSSUM: Desk-Top Schema Management through Customizable Visualization","Miron Livny, Eben M. Haber, Yannis E. Ioannidis","VLDB",1995
"journals/tods/SchuldtABS02","Atomicity and isolation for transactional processes","Hans-Jörg Schek, Gustavo Alonso, Heiko Schuldt, Catriel Beeri","ACM Trans. Database Syst.",2002
"conf/sigmod/LometT99","Logical Logging to Extend Recovery to New Domains","David B. Lomet, Mark R. Tuttle","SIGMOD Conference",1999
"conf/sigmod/FlokstraKS94","The IMPRESS DDT: A Database Design Toolbox Based on a Formal Specification Language","Jacek Skowronek, Maurice van Keulen, Jan Flokstra","SIGMOD Conference",1994
"conf/sigmod/HellersteinHW97","Online Aggregation","Helen J. Wang, Peter J. Haas, Joseph M. Hellerstein","SIGMOD Conference",1997
"conf/sigmod/CookKWZ96","Semi-automatic, Self-adaptive Control of Garbage Collection Rates in Object Databases","Artur Klauser, Alexander L. Wolf, Benjamin G. Zorn, Jonathan E. Cook","SIGMOD Conference",1996
"conf/vldb/Mihalisin98","A Single Pass Computing Engine for Interactive Analysis of VLDBs","Ted Mihalisin","VLDB",1998
"conf/vldb/KornSFSP96","Fast Nearest Neighbor Search in Medical Image Databases","Zenon Protopapas, Christos Faloutsos, Eliot Siegel, Flip Korn, Nikolaos Sidiropoulos","VLDB",1996
"journals/sigmod/KlasS94","Metadata for Digital Media: Introduction to the Special Issue","Amit P. Sheth, Wolfgang Klas","SIGMOD Record",1994
"journals/sigmod/Darwen96","In Reply to Domains, relations and Religious Wars","Hugh Darwen","SIGMOD Record",1996
"conf/vldb/CarinoJ98","Bank of America Case Study: The Information Currency Advantage","Mark Jahnke, Felipe Cariño","VLDB",1998
"journals/vldb/Amer-YahiaCLS02","Tree pattern query minimization","Divesh Srivastava, SungRan Cho, Laks V. S. Lakshmanan, Sihem Amer-Yahia","VLDB J.",2002
