"idDBLP","idScholar"
"conf/sigmod/AcharyaGPR99a","mYFf63cZ4lUJ"
"conf/sigmod/AcharyaGPR99a","VlVV2mEnoQ4J"
"conf/sigmod/AcharyaPR99","0dY1brFaEzgJ"
"conf/sigmod/AcharyaPR99","2RuI2vzDUW8J"
"conf/sigmod/AcharyaPR99","gKOsM57uFB4J"
"conf/sigmod/AcharyaPR99","KrVgTXcNPPUJ"
"conf/sigmod/AcharyaPR99","-k0cD5NwXnoJ"
"conf/sigmod/AchyutuniON96","eRSkDzxP1JcJ"
"conf/sigmod/AdaliBSS98","69JsZwNpla0J"
"conf/sigmod/AdaliBSS98","rYC-j_j4Yv0J"
"conf/sigmod/AdaliBSS98","YQ90BYSVqbsJ"
"conf/sigmod/AdaliCPS96","_CkpzhLiR30J"
"conf/sigmod/AdaliCPS96","BpZjLfob1eIJ"
"conf/sigmod/AdaliCPS96","I8qFyTX4FhoJ"
"conf/sigmod/AdaliCPS96","npAaKsmFlpcJ"
"conf/sigmod/AdaliCPS96","pw234_REfHUJ"
"conf/sigmod/AdaliCPS96","Ra8-qY_qjZoJ"
"conf/sigmod/AdaliCPS96","rmtEGXAXHKIJ"
"conf/sigmod/AdaliCPS96","uMmcsye0YCkJ"
"conf/sigmod/AdaliCPS96","zE4iM0h4W2sJ"
"conf/sigmod/AdaliSS99","7OvO0Y3IU8gJ"
"conf/sigmod/AdaliSS99","bhWLVCoDuNQJ"
"conf/sigmod/AdaliSS99","c2dH5RxNj6kJ"
"conf/sigmod/AdaliSS99","Cbwq3JSxrSAJ"
"conf/sigmod/AdamY98","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276350%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/Adelberg98","3hsPMPTl2msJ"
"conf/sigmod/Adelberg98","5I0ArBmDRcEJ"
"conf/sigmod/Adelberg98","ahVfYoqGq6gJ"
"conf/sigmod/Adelberg98","JrU1gnfH1sYJ"
"conf/sigmod/Adelberg98","lyTJMJmpo8IJ"
"conf/sigmod/Adelberg98","UT0h0HcwLyUJ"
"conf/sigmod/AdelbergD99","s40fqzss4woJ"
"conf/sigmod/AdelbergGK95","NbLabaGWoh4J"
"conf/sigmod/AdelbergGW97","XytbGy--8LMJ"
"conf/sigmod/AdelbergGW97","zZo47Z-jVX4J"
"conf/sigmod/AdiBEY01","3jUi_Yf4DfIJ"
"conf/sigmod/AdiBEY01","url:http://portal.acm.org/citation.cfm%3Fdoid%3D375663.375759"
"conf/sigmod/AdyaGLM95","7YMi5qKSe2EJ"
"conf/sigmod/AdyaGLM95","bfcbZlt6vngJ"
"conf/sigmod/AdyaGLM95","EP8u32KwMe4J"
"conf/sigmod/AdyaGLM95","FlE1JdgElGQJ"
"conf/sigmod/AfratiLU01","k7zpSukSfYsJ"
"conf/sigmod/AfratiLU01","U8adXFUIr3EJ"
"conf/sigmod/Agarwal96","ALk7huiKjWAJ"
"conf/sigmod/Agarwal96","Ca-BABwlsQAJ"
"conf/sigmod/Agarwal96","Fd0jPlSwFWcJ"
"conf/sigmod/Aggarwal02","tK1_3wGUIHsJ"
"conf/sigmod/Aggarwal03","qbubaA6mQawJ"
"conf/sigmod/AggarwalPWYP99","5uimonC4q_QJ"
"conf/sigmod/AggarwalPWYP99","G3dX_RTA26MJ"
"conf/sigmod/AggarwalWY99","s9hhR-EdDGgJ"
"conf/sigmod/AggarwalWY99","wjKnsQWl5ZoJ"
"conf/sigmod/AggarwalY00","dfSPs7YoyWsJ"
"conf/sigmod/AggarwalY00","OV5GSHDaYNMJ"
"conf/sigmod/AggarwalY00","x5jeMyauzWgJ"
"conf/sigmod/AggarwalY01","6i8hYEhbelEJ"
"conf/sigmod/AggarwalY01","QkTd5WogN-AJ"
"conf/sigmod/AgichteinG03","url:http://portal.acm.org/citation.cfm%3Fid%3D872851"
"conf/sigmod/AgichteinGV01","GDoFPiEzEhQJ"
"conf/sigmod/AgichteinGV01","z8s4kW1y7LMJ"
"conf/sigmod/AgrawalASY97","3nxl8d4c0t4J"
"conf/sigmod/AgrawalASY97","7Of1HyK-VnkJ"
"conf/sigmod/AgrawalASY97","bDiNQAdf8nEJ"
"conf/sigmod/AgrawalASY97","C85vtVHZmjUJ"
"conf/sigmod/AgrawalASY97","-XBy73K2jq0J"
"conf/sigmod/AgrawalCD02","iABZEL2Zoz8J"
"conf/sigmod/AgrawalCFGHIIMMSS94","bXnzC8MN_joJ"
"conf/sigmod/AgrawalCN01","2Ua-pWTof_YJ"
"conf/sigmod/AgrawalES03","HypA8oN4PqsJ"
"conf/sigmod/AgrawalES03","Wrue2IkpGyEJ"
"conf/sigmod/AgrawalGGR98","_LE5T2vKPUcJ"
"conf/sigmod/AgrawalGGR98","1rW7ao6gK-QJ"
"conf/sigmod/AgrawalGGR98","5E5gcM0xPFAJ"
"conf/sigmod/AgrawalGGR98","DHbEJyv20WMJ"
"conf/sigmod/AgrawalGGR98","EQ0ys8s10vcJ"
"conf/sigmod/AgrawalGGR98","rSTewQ1dQkYJ"
"conf/sigmod/AgrawalGGR98","UYQpDoh0wo0J"
"conf/sigmod/AgrawalGGR98","v9JW-UJCD-YJ"
"conf/sigmod/AgrawalGGR98","x8fDHaNkSUIJ"
"conf/sigmod/AgrawalGGR98","x92Yw8H9uH4J"
"conf/sigmod/AgrawalGGR98","y55xkFQJvxAJ"
"conf/sigmod/AgrawalK03","ewoQO00BuFoJ"
"conf/sigmod/AgrawalS00","ufPUBsN4eg0J"
"conf/sigmod/AgrawalW00","wivJNEQEWzMJ"
"conf/sigmod/Ahn94","5s6b10Hik30J"
"conf/sigmod/Al-KhalifaYJ03","boJKiPCpIxkJ"
"conf/sigmod/AltinelABFSZ99","4m_zFz0kP7cJ"
"conf/sigmod/AltinelABFSZ99","ebmulQBhqZEJ"
"conf/sigmod/AltinelABFSZ99","LCmaogUdo_YJ"
"conf/sigmod/AltinelABFSZ99","ShFgK7Iev-QJ"
"conf/sigmod/AltinelABFSZ99","WZDgK2THjbQJ"
"conf/sigmod/AltinelLKMPLWB02","HtYTQ-fN8ccJ"
"conf/sigmod/AltinelLKMPLWB02","zzg3KI_fyyIJ"
"conf/sigmod/AmbiteABKMMMPT98","iE-UE2bDGZ8J"
"conf/sigmod/AmbiteABKMMMPT98","L7XmLpQLXBIJ"
"conf/sigmod/AmbiteABKMMMPT98","YAkpVC1qgaIJ"
"conf/sigmod/Amer-YahiaCLS01","DFubU20j1OIJ"
"conf/sigmod/Amer-YahiaCLS01","VzfXEsmoyUcJ"
"conf/sigmod/Amer-YahiaCLS01","wGxcAPsmHgIJ"
"conf/sigmod/Amer-YahiaCLS01","WsCqveNDjjUJ"
"conf/sigmod/Amer-YahiaFSX03","7-b5YXuGJS0J"
"conf/sigmod/Amer-YahiaFSX03","fm69LHjS4T0J"
"conf/sigmod/Amer-YahiaFSX03","IgRat6Xyu2EJ"
"conf/sigmod/AndersonAF98","_EbKUPc1jYAJ"
"conf/sigmod/AndersonBKW98","H6eMdbXATmkJ"
"conf/sigmod/AndersonBKW98","j6v2b9hN-R4J"
"conf/sigmod/AndersonBKW98","zabWzVjkZNYJ"
"conf/sigmod/AnkerstBKS99","GFTU2PvKY_gJ"
"conf/sigmod/AnkerstBKS99","hEemQ37_mPcJ"
"conf/sigmod/AnkerstBKS99","Hj3vyh0TJVsJ"
"conf/sigmod/AnkerstBKS99","jSUcrxtXhw4J"
"conf/sigmod/AnkerstBKS99","K1ZdQsRoNloJ"
"conf/sigmod/AnkerstBKS99","rgEDmTFPFY4J"
"conf/sigmod/AnnamalaiCD00","0Igfv6jL3jwJ"
"conf/sigmod/AntonJLPZZ02","89P3EdEDuOEJ"
"conf/sigmod/ArasuBBDIRW03","1DKKwROqEeYJ"
"conf/sigmod/ArasuBBDIRW03","7D59wPTtkdcJ"
"conf/sigmod/ArasuBBDIRW03","eXulm3jwflAJ"
"conf/sigmod/ArasuG03","jp9ptMpdoGwJ"
"conf/sigmod/ArasuG03","kfADlOEkwOkJ"
"conf/sigmod/ArasuG03","zN8ngmWNDlgJ"
"conf/sigmod/ArefBV95","ht_8Iq3SZ80J"
"conf/sigmod/ArefBV95","K7mfVCHc3noJ"
"conf/sigmod/Arpaci-DusseauACHP97","6_FvrRYnxHYJ"
"conf/sigmod/Arpaci-DusseauACHP97","aCCAyNhJFtsJ"
"conf/sigmod/Arpaci-DusseauACHP97","E_eOZJYat6IJ"
"conf/sigmod/Arpaci-DusseauACHP97","OaNzji_-7tsJ"
"conf/sigmod/AshleyFHLNP95","9uxj2XzGt9UJ"
"conf/sigmod/AshleyFHLNP95","FnnILIjz08EJ"
"conf/sigmod/AshleyFHLNP95","t0Wd_YW4n3cJ"
"conf/sigmod/AshleyFHLNP95","tL67lYBCRO4J"
"conf/sigmod/AshleyFHLNP95","ZkK-ilu3tY0J"
"conf/sigmod/Atkinson95","url:http://portal.acm.org/citation.cfm%3Fid%3D223874"
"conf/sigmod/AtzeniT97","i2LI1TWifbYJ"
"conf/sigmod/AtzeniT97","KFmRUQEedY8J"
"conf/sigmod/AtzeniT97","XaKiz5S-cqUJ"
"conf/sigmod/Aulakh98","xFK4CkKj14EJ"
"conf/sigmod/AvnurHLORRRW98","bEu_llku9NMJ"
"conf/sigmod/BabcockBDM03","a2wqpKma5J4J"
"conf/sigmod/BabcockBDM03","RFNZUHZBP_oJ"
"conf/sigmod/BabcockBDM03","RIDEvTXNpaAJ"
"conf/sigmod/BabcockBDM03","rnakKC_M9-kJ"
"conf/sigmod/BabcockCD03","mbhZ3gSR3NMJ"
"conf/sigmod/BabcockO03","acnzsOLHFywJ"
"conf/sigmod/BabuGR01","h_oXQ6ntHEUJ"
"conf/sigmod/BabuGR01","zQCRmiH6jo4J"
"conf/sigmod/BabyCY01","rNoNn5hWsroJ"
"conf/sigmod/Ballinger94","xGGBIZmLvmgJ"
"conf/sigmod/Bampahl95","MbgdgwgZCIUJ"
"conf/sigmod/BarbaraI94","7N0H3ra1FFsJ"
"conf/sigmod/BarbaraI94","bMUUwjP72hwJ"
"conf/sigmod/BarbaraI94","bTYTn8VG5hIJ"
"conf/sigmod/BarbaraI94","F7azEOfg-Q0J"
"conf/sigmod/BarbaraI94","fMuom_ogj4MJ"
"conf/sigmod/BarbaraI94","GXhaGGajWZkJ"
"conf/sigmod/BarbaraI94","gyC0D8oJbQMJ"
"conf/sigmod/BarbaraI94","kooQijVBMscJ"
"conf/sigmod/BarbaraI94","UI4WYndJlyIJ"
"conf/sigmod/BarbaraI94","XfvqAOX1qo4J"
"conf/sigmod/BarbosaMKL02","ueKnwQCE3nIJ"
"conf/sigmod/BarbosaMKL02","wO-iR4jRq0UJ"
"conf/sigmod/BarclaySG00","6uaAB7bg6C8J"
"conf/sigmod/BarclaySG00","7br3WXwZRQ4J"
"conf/sigmod/BarclaySG00","JTEJ-q3T1vsJ"
"conf/sigmod/BarclaySG00","tKeGALC3uFMJ"
"conf/sigmod/BarclaySG00","v6Rokk9Eht8J"
"conf/sigmod/BarclaySG00","Yiyko_0KiEIJ"
"conf/sigmod/BargaL99","hf84fEpX5agJ"
"conf/sigmod/BargaL99","QGxyK7bJQOMJ"
"conf/sigmod/BaruFGHJPW95","C60KJG_xVm0J"
"conf/sigmod/BaruFGHJPW95","mFOSML8c0s4J"
"conf/sigmod/BaruGLMPVC99","3SHIgRrrL5QJ"
"conf/sigmod/BaruGLMPVC99","arQIThq-W4gJ"
"conf/sigmod/BaruGLMPVC99","JYHcz-HpKjEJ"
"conf/sigmod/BaruGLMPVC99","mXKKjAJUm-oJ"
"conf/sigmod/BaruGLMPVC99","nTC3FQGaT_YJ"
"conf/sigmod/BaruGLMPVC99","wsNuAYMG0QEJ"
"conf/sigmod/BaruGLMPVC99","wTXunETZhPwJ"
"conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99","wgRWDYY7q_8J"
"conf/sigmod/BaumannDFRW98","k3WA-AE7Sh4J"
"conf/sigmod/Bayardo98","htTH8PrZ0dYJ"
"conf/sigmod/Bayardo98","Ls7vkMLcYmkJ"
"conf/sigmod/Bayardo98","mvD-z59XDYoJ"
"conf/sigmod/Bayardo98","O05yYxasf6UJ"
"conf/sigmod/Bayardo98","t7cKx4raSM0J"
"conf/sigmod/Bayardo98","wHaeR7DBDTUJ"
"conf/sigmod/BenediktCFFR03","T5ZdpquqfJ0J"
"conf/sigmod/BerchtoldBBKK97","BMkGN7AiGhYJ"
"conf/sigmod/BerchtoldBK98","1tZ74y0DNLIJ"
"conf/sigmod/BerchtoldBK98","4Uf5sjXgwhoJ"
"conf/sigmod/BerchtoldBK98","5bjtbk4ZdZIJ"
"conf/sigmod/BerchtoldBK98","fTYVIbi40sAJ"
"conf/sigmod/BerchtoldBK98","hoi0T_8So4gJ"
"conf/sigmod/BerchtoldBK98","j46yGNUAS-IJ"
"conf/sigmod/BerchtoldBK98","rivzCRXhoAkJ"
"conf/sigmod/BerchtoldBK98","vrlNTuVexE4J"
"conf/sigmod/BerchtoldK97","DNVHTz7tMywJ"
"conf/sigmod/BerchtoldK97","lYpquDAEzrIJ"
"conf/sigmod/BerchtoldK98","9UYo0M1RV7oJ"
"conf/sigmod/BerchtoldK98","irJbh9rrinoJ"
"conf/sigmod/BerchtoldK98","pKKu82IYP9EJ"
"conf/sigmod/BerchtoldK98","PKMN5Cdy7KcJ"
"conf/sigmod/BerchtoldK98","VuMPPr6k95AJ"
"conf/sigmod/BerckenDS00","3IFlpeKgLlAJ"
"conf/sigmod/BerckenDS00","-3JQfRZsy8wJ"
"conf/sigmod/BerckenDS00","Dy5Eeh8JzmgJ"
"conf/sigmod/BerckenDS00","KO6M4Fc8-80J"
"conf/sigmod/BerensonBGMOO95","-CQaLTpGJLQJ"
"conf/sigmod/BerensonBGMOO95","FIpzjIEyMgMJ"
"conf/sigmod/BerensonBGMOO95","gWmqoNZHKAAJ"
"conf/sigmod/BerensonBGMOO95","KpQrgYyji34J"
"conf/sigmod/BerensonBGMOO95","-lYgZoLNtioJ"
"conf/sigmod/BerensonBGMOO95","MOGnM6t6l3MJ"
"conf/sigmod/BerensonBGMOO95","w9IzqrZAa74J"
"conf/sigmod/BerensonBGMOO95","xvAw7wQgenoJ"
"conf/sigmod/BerensonBGMOO95","zguNkU2zLY0J"
"conf/sigmod/BergstraesserBPS99","4Ha7Bs5Vq3MJ"
"conf/sigmod/BergstraesserBPS99","qcZ2tYThtK0J"
"conf/sigmod/Bernstein96","EvuLCpyVqWgJ"
"conf/sigmod/BersonGM95","AdvsjAZhCc8J"
"conf/sigmod/BersonGM95","YkPqPzGFnZIJ"
"conf/sigmod/BersonGM95","-A4ypXVd348J"
"conf/sigmod/BersonGMJ94","bw_c9Mk0_7IJ"
"conf/sigmod/BersonGMJ94","gQAPUymwcAIJ"
"conf/sigmod/BersonGMJ94","IfRMoLIaeZ0J"
"conf/sigmod/BersonGMJ94","wsG_Q2jbgCAJ"
"conf/sigmod/BertinoCF01","JSzfxAgs4pgJ"
"conf/sigmod/BettiniWBJ95","c57d3rgd3IcJ"
"conf/sigmod/BettiniWBJ95","wZkNJJn90yAJ"
"conf/sigmod/BeyerR99","6Cdfxiuibd0J"
"conf/sigmod/BhargavaGI95","TXvfEP4WTD0J"
"conf/sigmod/BhattacharyaMBNHS02","2J_9scP1caYJ"
"conf/sigmod/BhattacharyaMBNHS02","cg01BqanXhUJ"
"conf/sigmod/BhattacharyaMBNHS02","tsQbSCfQTooJ"
"conf/sigmod/Bierman03","vQcfluHWCeAJ"
"conf/sigmod/BilirisDGJR94","3Lzo6p8X-n4J"
"conf/sigmod/BilirisDGJR94","lG6uSYhEGnQJ"
"conf/sigmod/BilirisFOP96","VakyeJZNPM0J"
"conf/sigmod/BilirisP94","KYhmilHkq_IJ"
"conf/sigmod/Blakeley94","VLd1PgYIoN8J"
"conf/sigmod/Blakeley96","1fs-qN_SdH4J"
"conf/sigmod/Blakeley96","37_iwO5NlgwJ"
"conf/sigmod/Blakeley96","jQ6eIao6R0EJ"
"conf/sigmod/Blakeley96","xZxFCI120eUJ"
"conf/sigmod/BlakeleyD00","url:http://portal.acm.org/citation.cfm%3Fid%3D335191.335480%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/BlakeleyD00","ZSR-MThg9UEJ"
"conf/sigmod/BlakeleyP98","yotsUgKBK44J"
"conf/sigmod/BlohsfeldKS99","PQbi3PaRh84J"
"conf/sigmod/BlottRS96","4aSEl4haaq4J"
"conf/sigmod/BlottRS96","8J0wmqs6RfIJ"
"conf/sigmod/BlottRS96","Fz7LXJ1UckkJ"
"conf/sigmod/BlottRS96","jq_F3lCmTaIJ"
"conf/sigmod/BlottRS96","pS2unAe-n_gJ"
"conf/sigmod/BohannonDGKLNS03","83wqw4ciNWoJ"
"conf/sigmod/BohannonMR01","ChD3-mp23f8J"
"conf/sigmod/BohlenBD99","X2odIfnOC88J"
"conf/sigmod/BohmA96","978pJCGhaGoJ"
"conf/sigmod/BohmBKK01","C4XcBh6anhAJ"
"conf/sigmod/BohrerBBCFHKKMNRRSUUW97","oulaZpEWkMQJ"
"conf/sigmod/BohrerBBCFHKKMNRRSUUW97","SvL_dU_R8msJ"
"conf/sigmod/BohrerBBCFHKKMNRRSUUW97","uPx8w3k7NyQJ"
"conf/sigmod/BohrerBBCFHKKMNRRSUUW97","wF2-sxlGAu4J"
"conf/sigmod/BohrerBBCFHKKMNRRSUUW97a","JntLVX4TPi0J"
"conf/sigmod/BohrerBBCFHKKMNRRSUUW97a","NiBdZXS0TCMJ"
"conf/sigmod/Bonnet02","bqyt1789jJ8J"
"conf/sigmod/BorkarDS01","8fu2bhk_i9EJ"
"conf/sigmod/BorkarDS01","8zFEVer1rBUJ"
"conf/sigmod/BorkarDS01","nsoA6Gcc_jsJ"
"conf/sigmod/BornhovdAKMPR03","4qtu0-tW0IcJ"
"conf/sigmod/BornhovdAKMPR03","7lPu8hBgKksJ"
"conf/sigmod/BouguettayaBH99","ER8571wXl6EJ"
"conf/sigmod/BouguettayaBH99","siO8kr7vvLEJ"
"conf/sigmod/BouguettayaBH99","U-Kd4GQ_vCMJ"
"conf/sigmod/BozkayaO97","37lliRw_cOQJ"
"conf/sigmod/BozkayaO97","9QOCoTIXz9kJ"
"conf/sigmod/BozkayaO97","gIZvbo_lu2IJ"
"conf/sigmod/BratsbergT00","356Jyb4b6rYJ"
"conf/sigmod/BratsbergT00","af50lhGnD8gJ"
"conf/sigmod/BratsbergT00","jVWhNoPA0CcJ"
"conf/sigmod/BratsbergT00","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335477%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/BraumandlKK99","4fjXoCHhe1kJ"
"conf/sigmod/BraumandlKK99","X7jjMIXx8qUJ"
"conf/sigmod/BraumandlKK99","ywe7qzk4E5MJ"
"conf/sigmod/BreitbartKRSS99","XV2lpkhWCsYJ"
"conf/sigmod/BressanGFJHKLMPQSS97","_1drQdYrtmsJ"
"conf/sigmod/BressanGFJHKLMPQSS97","1akMDtKXUFAJ"
"conf/sigmod/BressanGFJHKLMPQSS97","jJuSPh63bZ0J"
"conf/sigmod/BressanGFJHKLMPQSS97","url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294191CI"
"conf/sigmod/BressanGOT00","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D336587%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/BreunigKKS01","3ET_IEkoGjYJ"
"conf/sigmod/BreunigKKS01","h-tyLTytlh4J"
"conf/sigmod/BreunigKKS01","LxyVmHubIfUJ"
"conf/sigmod/BreunigKNS00","4ZBs-U7sOk0J"
"conf/sigmod/BreunigKNS00","8lIwxMfoZN4J"
"conf/sigmod/BreunigKNS00","KILdAgEb2OsJ"
"conf/sigmod/BreunigKNS00","vezxTIGxNywJ"
"conf/sigmod/Brewer98","k4UNrsGeUuAJ"
"conf/sigmod/BrinDG95","7mNCkZ7D-R8J"
"conf/sigmod/BrinDG95","JsKYXyM6IaEJ"
"conf/sigmod/BrinDG95","QmhdqC_PIWsJ"
"conf/sigmod/BrinkhoffKSS94","cb1kf4z7hA4J"
"conf/sigmod/BrinkhoffKSS94","e4s7pmZj8UAJ"
"conf/sigmod/BrinkhoffKSS94","IINRwK8hovkJ"
"conf/sigmod/BrinkhoffKSS94","qk4kfo7BXvUJ"
"conf/sigmod/BrinkhoffKSS94","RWhfLTpLoQUJ"
"conf/sigmod/BrinkhoffKSS94a","yp82ArYEGxIJ"
"conf/sigmod/BrinMS97","41B5NuefLPsJ"
"conf/sigmod/BrinMS97","6sRWyw06gJIJ"
"conf/sigmod/BrinMS97","AXRuaD-82zEJ"
"conf/sigmod/BrinMS97","COUbnKv6QeMJ"
"conf/sigmod/BrinMS97","Innqdf1794AJ"
"conf/sigmod/BrinMS97","lx7jXjm_Fa0J"
"conf/sigmod/BrinMS97","OiHYG-Al8G8J"
"conf/sigmod/BrinMS97","QrVdOEkY844J"
"conf/sigmod/BrinMS97","-tbXaORoThUJ"
"conf/sigmod/BrinMUT97","0cOrb6RuPW0J"
"conf/sigmod/BrinMUT97","77hnYp9ky9IJ"
"conf/sigmod/BrinMUT97","A7Mm5kFK3zwJ"
"conf/sigmod/BrinMUT97","aOBNgdooDHAJ"
"conf/sigmod/BrinMUT97","APKRvVY4Ah8J"
"conf/sigmod/BrinMUT97","bjZ8SxYnrd0J"
"conf/sigmod/BrinMUT97","CnTgirrsL3EJ"
"conf/sigmod/BrinMUT97","FtMoh58D330J"
"conf/sigmod/BrinMUT97","JBB4svDpBF8J"
"conf/sigmod/BrinMUT97","swPpkmm8SdYJ"
"conf/sigmod/BrinMUT97","VBB3teN9P6EJ"
"conf/sigmod/BrinMUT97","vIwsSOGQOWAJ"
"conf/sigmod/BrinMUT97","ZAjbM4H53aUJ"
"conf/sigmod/BrodskyK95","6t_N5axEm7cJ"
"conf/sigmod/BrodskyK95","SFmnhrhoQzgJ"
"conf/sigmod/BrodskySCE99","_cUSf4sG_28J"
"conf/sigmod/BrodskySCE99","34a4H8ATLxcJ"
"conf/sigmod/BrodskySCE99","jnBo-gBTmAcJ"
"conf/sigmod/Brown99","itP4yy9sLUUJ"
"conf/sigmod/BrownCL96","H4A7nUWyXtQJ"
"conf/sigmod/BrunoC02","Gz0uaD8l3T4J"
"conf/sigmod/BrunoC02","KAf2DUUVabIJ"
"conf/sigmod/BrunoCG01","8KJ9XFv1ESAJ"
"conf/sigmod/BrunoCG01","SGmfFHnOf4IJ"
"conf/sigmod/BrunoCG01","XWF4kOtaoJkJ"
"conf/sigmod/BrunoKS02","2VpRW4Tf08EJ"
"conf/sigmod/BrunoKS02","4pZ4Shr2bMwJ"
"conf/sigmod/BrunoKS02","GahdNMZNCWgJ"
"conf/sigmod/BryanMCLG94","nbU-wr3ivUIJ"
"conf/sigmod/BuchmannDZH95","4pl5VSwjXj0J"
"conf/sigmod/BuchmannDZH95","IU1cjdPVT6cJ"
"conf/sigmod/BuchmannDZH95","MoNBLfTlYg0J"
"conf/sigmod/BuchmannDZH95","QzpePwRoku8J"
"conf/sigmod/BumbulisB02","Ev27auQiecUJ"
"conf/sigmod/BunemanDHS96","AtUsoMh8rY4J"
"conf/sigmod/BunemanDHS96","BQltSXRqmSEJ"
"conf/sigmod/BunemanDHS96","Da60jinzi-IJ"
"conf/sigmod/BunemanDHS96","eB6xi8_wg3QJ"
"conf/sigmod/BunemanDHS96","ngbxnQMSWfkJ"
"conf/sigmod/BunemanDHS96","R128Of6zyGgJ"
"conf/sigmod/BunemanDHS96","rNVPCLfguuMJ"
"conf/sigmod/BunemanDHS96","Wo7In8pIWJ4J"
"conf/sigmod/BunemanDHS96","ZTBiopwBpLgJ"
"conf/sigmod/BunemanKTT02","cKIQyzazkYEJ"
"conf/sigmod/BunemanM95","V9DIFmU3vi8J"
"conf/sigmod/Bussler01","UYIeOe280OwJ"
"conf/sigmod/Bussler02","url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564801%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222"
"conf/sigmod/ButtlerLPP01","8TcpKdIK1r0J"
"conf/sigmod/CallanCD99","8UP-2TRKI5wJ"
"conf/sigmod/CallanCD99","eWVreKOw_QgJ"
"conf/sigmod/CallanCD99","hqItKlvGzJIJ"
"conf/sigmod/CandanLLHA01","E1oiXxVyfXwJ"
"conf/sigmod/CandanLLHA01","efYVCK07AwMJ"
