"idAbt","idBuy"
28138,204327516
30808,204345240
39038,204348269
32022,204363358
38751,204389692
36345,204407682
25797,204416098
28205,204419878
28033,204448530
32033,204465488
28978,204519849
29493,204549804
33972,204556588
33601,204558176
28982,204559208
29574,204559209
29950,204559210
28980,204559211
28979,204559213
28981,204559214
28256,204563763
27810,204563770
24316,204569292
16765,204569335
22187,204587803
26117,204587909
38777,204587960
31596,204587971
37767,204588748
23864,204636071
27739,204644752
38480,204647332
29029,204679142
28020,204734549
34791,204736197
37808,204740188
27985,204740191
36494,204740975
23325,204787744
23006,204787746
23246,204787802
29861,204792876
29823,204792884
29007,204792885
29008,204792886
29228,204793090
34553,204793356
39175,204822679
38939,204823067
32744,204832843
29677,204884519
30158,204937142
30594,204939361
35925,205074375
39088,205074757
30708,205083947
32315,205083968
29612,205106045
32880,205106048
30343,205121310
32059,205131849
29902,205144562
29032,205145879
32512,205466519
30093,205467942
37825,205505156
33510,205516750
33664,205520997
33662,205521002
30841,205554287
30867,205554724
31030,205557530
31830,205557539
30939,205557540
33966,205561996
33219,205562000
34125,205567912
30197,205593354
30951,205599984
30962,205599985
32416,205664913
36084,205664938
29827,205664963
29829,205664964
29825,205664966
29865,205664972
29866,205664973
29902,205665803
37558,205690063
36169,205691190
36637,205728900
30533,205729817
31392,205753566
31332,205761272
32340,205761530
31014,205777541
38451,205817166
34174,205817784
36097,205838157
31836,205844265
38798,205852250
30955,205852387
33276,205865183
34102,205886768
32653,205888207
32226,205985716
32279,205985717
32228,205985718
32280,205985719
25855,205986339
34640,206120294
32986,206179521
32488,206179525
32584,206179562
38507,206181767
31956,206356229
32112,206356230
31924,206356232
31954,206356233
33723,206356234
35477,206359209
36083,206362623
30134,206362873
31970,206419131
30338,206460113
31635,206460118
21554,206460121
35851,206462228
27182,206481908
33298,206526266
33804,206575951
38466,206576716
38449,206576717
34301,206615080
32563,206615085
31887,206639246
38457,206671732
36243,206678505
11801,206722262
28951,206722263
33159,206725196
33499,206725198
27920,206725724
38492,206725966
29880,206728281
32395,206745972
37495,206746475
36999,206761808
33965,206780877
36636,206783256
34697,206783262
33275,206808430
33271,206808431
33273,206808432
33280,206808434
33279,206808440
33278,206808441
33277,206808445
33713,206812380
32990,206812505
35415,206827757
33786,206854515
34151,206854516
38920,206870284
36274,206870289
29133,206887553
34253,206887992
34256,206888001
34258,206888011
38697,206892248
34158,206895864
33536,206898357
33537,206898358
35485,206901613
29304,206901618
32054,206901619
36117,206901652
33670,206917814
33669,206917815
33671,206917816
33668,206917817
35552,206928359
36993,206928378
33508,206928380
33496,206928384
38142,206928388
33498,206928390
34165,206928452
33717,206928604
33643,206928605
33640,206928606
33645,206928607
33639,206928608
33493,206928744
32561,207338879
33586,207338890
33158,207338961
34959,207383660
33566,207388752
33591,207388754
33600,207388755
33595,207388756
33569,207388757
33582,207388758
33581,207388759
33563,207388760
30457,207390171
34454,207390180
37354,207390184
30453,207390309
34424,207390452
39054,207390496
30680,207390502
32150,207390506
34260,207390507
33177,207390617
37091,207390618
33326,207390641
33431,207390644
33438,207390650
33443,207390652
33157,207390654
33160,207390655
33161,207390656
34033,207390665
34154,207390673
34036,207390682
34370,207390706
36957,207390709
34824,207390710
33997,207390717
33863,207391013
33653,207391014
33637,207391015
33931,207391017
33948,207391018
33936,207391019
33971,207391020
33967,207391021
33955,207391023
33690,207391431
38096,207391434
33437,207464919
33439,207464920
33440,207464921
35987,207464939
34153,207465587
37915,207465595
33490,207502093
33612,207506250
35431,207506251
33625,207506253
32314,207509842
35623,207514417
34282,207514566
31813,207533462
34728,207534895
35662,207535170
38957,207535265
35218,207536225
35663,207536226
33784,207538225
35981,207539418
32560,207540310
33562,207542597
33175,207542598
33467,207542599
34719,207543188
34751,207543189
34609,207543190
34610,207543191
34300,207543192
34298,207543193
35306,207543196
33788,207543197
34754,207543198
35525,207543201
33801,207544265
13945,207544306
33831,207552185
32628,207554111
32630,207554111
34009,207595882
34003,207637777
35305,207637793
34012,207642166
35012,207642355
34096,207642358
34056,207643190
34065,207643194
35843,207645242
34130,207652053
34004,207652055
34021,207652056
35060,207653535
34095,207653548
38800,207654105
33522,207654106
34490,207656388
33638,207659192
33630,207659194
34007,207660497
34349,207660498
34093,207660499
34727,207666379
34723,207666380
34725,207666381
34724,207666382
33452,207667994
33444,207667995
34092,207679756
37807,207682397
35237,207686035
34091,207686156
37331,207686317
37803,207875395
34666,207876534
33453,207876535
34878,207895085
34263,207897315
35052,207897840
37716,207899810
36962,207899814
34135,207900170
34136,207900171
34130,207900174
34089,207900175
36077,207900176
34280,207900177
36080,207900178
34303,207900179
34266,207900180
35018,207900343
30734,207907430
36172,207907535
36142,207907548
36149,207907550
36143,207907552
34548,207907555
34559,207907557
36151,207907558
34557,207907559
33758,207910212
34031,207910213
33382,207910214
30219,207910337
25113,207910387
34648,207919773
38781,207920831
33921,207925431
33922,207925432
36197,207925440
34304,207927557
34880,207929461
34278,207934190
34624,207934191
34000,207934192
38343,207935920
35872,207937885
35282,207937987
34657,207938488
34286,207945552
34076,207959750
34770,207959798
34899,207959814
34966,207965387
34496,207978102
38733,207979206
35045,207986331
33726,207993409
30159,208033486
34815,208033806
33057,208033806
32688,208033808
33455,208033955
34944,208042977
37499,208043057
34998,208079230
35276,208084021
35853,208085175
32889,208085178
33081,208085180
32893,208085182
35277,208085253
34002,208105467
33263,208105573
33150,208105630
30602,208111280
33908,208111903
33924,208111904
33998,208112354
34379,208112355
33763,208112356
33767,208112357
33999,208112358
34860,208114664
34937,208114670
34946,208114672
34947,208114673
34945,208114674
34948,208114675
34962,208114681
34963,208114682
34961,208114683
35231,208114686
35190,208117918
35186,208117919
35183,208117920
35175,208117922
35165,208117924
35022,208117925
35019,208117926
34934,208117929
34848,208117930
34928,208117931
34926,208117932
34927,208117933
35011,208117936
35014,208117937
35010,208117938
33478,208154550
33477,208154551
33488,208154765
36796,208154853
36789,208154854
30203,208156275
35024,208156876
35033,208156877
35031,208156878
35035,208156879
38346,208167531
36168,208171630
36161,208171631
35591,208171946
33883,208177785
35694,208184891
34708,208186248
35900,208190046
16000,208226457
16003,208226458
38452,208226470
36361,208226689
35308,208270234
25532,208280406
35519,208289950
35666,208289990
34156,208289997
34858,208294698
35216,208294701
34218,208294712
34901,208294715
34661,208294716
34864,208294717
34881,208294718
34969,208294720
34662,208294722
35388,208294724
33471,208294727
9546,208294904
34904,208294927
38826,208294970
32358,208295050
38550,208296017
36862,208342520
36299,208342524
38644,208344063
36931,208370418
36635,208409750
37497,208410812
36617,208453643
36620,208453646
36761,208453648
31373,208455791
31374,208455792
29816,208455891
34309,208455893
34442,208455894
33765,208455897
29072,208456130
23519,208456185
26241,208456199
18567,208456203
28340,208456215
33950,208456233
34401,208456262
36367,208464207
33938,208464825
33327,208464828
28190,208464837
33985,208504045
33769,208504099
33476,208504178
34552,208504187
34659,208504191
35194,208504297
34976,208504300
35185,208504304
34941,208504307
35201,208504318
35219,208504334
34981,208504339
34894,208504340
34895,208504345
35034,208504369
35044,208504370
35309,208504378
39090,208504394
35334,208504396
35247,208504407
34897,208504421
35332,208504422
36001,208504423
36249,208504437
37039,208504461
33209,208653765
33220,208653767
34836,208653775
36909,208656497
35475,208670546
37539,208670548
35738,208688474
38693,208710842
37934,208710844
18564,208715747
24153,208715855
36270,208742932
37150,208791918
37045,208791919
36286,208791921
37623,208809705
38345,208890628
37340,208890876
34883,208893644
36816,208893656
37139,208893658
38108,208893661
37686,208893667
36811,208930714
36746,208930717
36705,208930722
36718,208930723
38587,208937347
37287,208937533
37893,208937534
36507,208939028
37055,208941075
37052,208941076
37145,208941080
37405,208973561
36264,209000383
36308,209000385
18441,209002546
38098,209026630
37457,209026634
37462,209026638
30058,209028436
37589,209085184
37231,209114390
37110,209114551
37120,209114551
37123,209114552
38704,209114575
37646,209122918
37648,209122921
37650,209122924
37141,209194240
37142,209194241
37254,209199789
38400,209208547
36452,209208655
36471,209208661
37174,209208663
37162,209208718
37257,209208719
37812,209245958
37811,209245960
37293,209245965
36990,209253738
36988,209253739
33272,209273200
34968,209297152
34001,209297154
34854,209297157
15046,209297200
30575,209297205
37301,209302310
36824,209306028
36502,209306029
37322,209307663
37468,209310241
37964,209310243
37474,209310245
37469,209310248
37211,209310260
38834,209310268
38796,209310279
38324,209393521
36450,209393872
37477,209634135
36722,209656935
37183,209656949
37208,209656950
37187,209656951
37192,209656955
37196,209656956
37198,209656957
37202,209656959
37210,209656961
37207,209656962
37201,209656971
36515,209687172
38794,209704118
37181,209705773
37182,209705774
37403,209705777
37404,209705778
38127,209720586
34220,209869342
35226,209869989
38001,209871973
34465,209890796
36556,209891040
32187,209896109
37421,209896693
37311,209901963
37309,209901964
37308,209901965
37310,209901966
34637,209934620
32664,209975310
38574,210190784
37872,210190818
32055,210206538
37907,210227260
38129,210227261
38008,210227271
38329,210227282
38434,210227285
37796,210239335
33464,210245837
31032,210251970
35530,210252184
33790,210252356
37652,210254965
38483,210259873
38522,210267015
37749,210399743
38214,210399746
36808,210399818
36812,210399819
37010,210399855
37078,210399915
33458,210401450
34378,210402319
36127,210402579
38003,210404123
38468,210435432
35748,210435439
36861,210442348
36864,210442350
38511,210460676
32027,210461432
38399,210479062
34092,210520736
34227,210521551
16329,210521578
38806,210536123
38653,210571462
38876,210634625
38880,210634626
23349,50009858
23350,50012447
23347,50012453
33024,90049752
4696,90049928
8060,90105056
14033,90105156
20532,90105654
10101,90106172
10102,90106210
13701,90108521
13155,90109367
13700,90111702
9312,90114398
25776,90114631
17417,90120953
13580,90125772
13581,90125786
20447,90128026
36295,90128026
13954,90128649
22212,90131741
22382,90131941
15452,90136420
9314,90138520
30590,90138537
8552,90138609
36102,90139585
11338,90140166
16669,90140203
17067,90140498
17220,90141074
36053,90141687
36052,90142591
35498,90144998
36169,90145444
19676,90145560
17872,90145561
25388,90145568
17873,90145584
19141,90145586
18524,90145909
17479,90145972
23246,90146847
16668,90148258
19112,90148541
20458,201953021
20459,201953025
22306,202291459
32005,202899998
25813,202973389
25670,203389465
36027,203396159
26805,203900180
28067,203922244
29238,204206937
29099,204222472
37531,204226641
28554,204443417
30436,204505951
32882,204563949
27364,204791586
33472,205777549
38486,205865187
38278,206725964
34363,206892902
38327,207390671
36803,207469300
34150,207514563
34119,207514567
34905,207514568
38208,207527632
34831,207682339
34829,207682340
33522,207986293
34016,208042911
30603,208111279
36430,208226690
36456,208226692
36021,208226693
36388,208226694
36381,208226695
36365,208226696
36022,208226697
36446,208226698
36383,208226699
36364,208226700
36451,208237792
36454,208237793
36458,208237795
36309,208409785
36906,208656495
33485,208792604
24346,208972043
38813,209301534
38164,209700735
34638,209934621
37878,210258465
38388,210399777
37877,210401451
38773,210441166
37810,210462233
38782,210566840
25413,90049795
17596,90139261
16774,90139860
17653,10382243
36020,202472204
22729,202473822
21182,202486964
23097,202515446
26346,202537962
29806,202755491
24493,202900030
27853,202985798
27103,202985803
27965,203136102
27091,203136113
36118,203142471
18202,203347464
27840,203379249
26444,203407045
28500,203445749
26310,203459314
26929,203651765
28971,204679144
29464,204793355
30196,205593367
35903,205769439
32193,205809367
31020,205835447
27779,205844283
28272,206160056
30355,206460124
35983,206854534
35153,206887905
34476,206888012
33962,207391022
34361,207642497
33864,207936135
36097,208131008
35680,208156276
35693,208184892
35384,208289993
34960,208455896
33564,208504179
35800,208504190
36124,208504429
36123,208504432
29892,208715736
38500,208787116
36061,208791922
37054,208941074
37087,208941079
37805,209085175
38640,209890560
36607,209891039
37856,210252385
37235,210256478
38295,210258472
37859,210399745
36859,210399849
38873,210399907
37722,210401458
38173,210441817
39039,210490135
24034,50017228
7936,90104307
7195,90105458
552,90132241
16758,90137168
19358,90144996
23658,203065730
25167,203324800
28304,203405814
32322,203405815
34392,206362747
34393,206362748
34395,206362749
38296,210647824
21297,202070149
29906,202139744
29933,202139765
29338,202143947
19132,202778315
580,202812620
24789,203017911
25111,203017912
24921,203340806
25732,203341506
27391,204791643
30591,204849801
30593,204860316
28059,205592435
28225,205592439
31176,205844279
27778,205844282
