"id","title","authors","venue","year"
"565120","The design of a retrieval technique for high-dimensional data on tertiary storage","Ratko Orlandic, Jack Lukaszuk, Craig Swietlik","ACM SIGMOD Record ","2002"
"244813","An axiomatic model of dynamic schema evolution in objectbase systems","Randel J. Peters, M. Tamer &#214;zsu","ACM Transactions on Database Systems (TODS) ","1997"
"507343","The n-tier hub technology","Rainer A. Sommer, Thomas R. Gulledge, David Bailey","ACM SIGMOD Record ","2002"
"764202","Anatomy of a native XML base management system","T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","2002"
"765505","HMAP- A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences","Carlo Combi, Giuseppe Pozzi","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","2001"
"335419","Efficient and extensible algorithms for multi query optimization","Prasan Roy, S. Seshadri, S. Sudarshan, Siddhesh Bhobe","International Conference on Management of Data","2000"
"872873","The Lowell report","Jim Gray, Hans Schek, Michael Stonebraker, Jeff Ullman","International Conference on Management of Data","2003"
"673645","Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting","Srinivas Ashwin, Prasan Roy, S. Seshadri, Abraham Silberschatz, S. Sudarshan","Very Large Data Bases","1997"
"673479","Incremental Maintenance of Externally Materialized Views","Martin Staudt, Matthias Jarke","Very Large Data Bases","1996"
"273253","Materialized views and data warehouses","Nick Roussopoulos","ACM SIGMOD Record ","1998"
"758365","The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept","Henry F. Korth","Very Large Data Bases","1995"
"765555","The impact of object technology on commercial transaction processing","Edward E. Cobb","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","1997"
"673134","Discovery of Multiple-Level Association Rules from Large Databases","Jiawei Han, Yongjian Fu","Very Large Data Bases","1995"
"219774","Replication: DB2, Oracle, or Sybase?","Doug Stacey","ACM SIGMOD Record ","1995"
"671871","Work and Information Practices in the Sciences of Biodiversity","Geoffrey C. Bowker","Very Large Data Bases","2000"
"271080","Semistructured and structured data in the Web: going back and forth","Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo","ACM SIGMOD Record ","1997"
"253373","Data warehousing and OLAP for decision support","Surajit Chaudhuri, Umeshwar Dayal","International Conference on Management of Data","1997"
"950490","Cost-driven vertical class partitioning for methods in object oriented databases","Chi-Wai Fung, Kamalakar Karlapalem, Qing Li","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","2003"
"615219","Data model for extensible support of explicit relationships in design databases","Joan Peckham, Bonnie MacKellar, Michael Doherty","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","1995"
"872795","Efficient similarity search and classification via rank aggregation","Ronald Fagin, Ravi Kumar, D. Sivakumar","International Conference on Management of Data","2003"
"564733","Statistical synopses for graph-structured XML databases","Neoklis Polyzotis, Minos Garofalakis","International Conference on Management of Data","2002"
"245893","Spotfire: an information exploration environment","Christopher Ahlberg","ACM SIGMOD Record ","1996"
"673331","Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases","Sin Yeung Lee, Tok Wang Ling","Very Large Data Bases","1996"
"375718","Progressive approximate aggregate queries with a multi-resolution tree structure","Iosif Lazaridis, Sharad Mehrotra","International Conference on Management of Data","2001"
"615202","Index configuration in object-oriented databases","Elisa Bertino","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","1994"
"290597","Algebraic change propagation for semijoin and outerjoin queries","Timothy Griffin, Bharat Kumar","ACM SIGMOD Record ","1998"
"950494","Incremental computation and maintenance of temporal aggregates","Jun Yang, Jennifer Widom","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","2003"
"673472","Practical Issues with Commercial Use of Federated Databases","Jim Kleewein","Very Large Data Bases","1996"
"673140","Managing a DB2 Parallel Edition Database","Gilles Fecteau","Very Large Data Bases","1995"
"223859","The Lotus notes storage system","Kenneth Moore","International Conference on Management of Data","1995"
"306103","Building database-driven electronic catalogs","Sherif Danish","ACM SIGMOD Record ","1998"
"767153","Global transaction support for workflow management systems: from formal specification to practical implementation","Paul Grefen, Jochem Vonk, Peter Apers","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","2001"
"673471","The Query Optimizer in Tandem's new ServerWare SQL Product","Pedro Celis","Very Large Data Bases","1996"
"673307","Hot Block Clustering for Disk Arrays with Dynamic Striping","Kazuhiko Mogi, Masaru Kitsuregawa","Very Large Data Bases","1995"
"765556","Heuristic and randomized optimization for the join ordering problem","Michael Steinbrunn, Guido Moerkotte, Alfons Kemper","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","1997"
"212011","An aspect of query optimization in multidatabase systems","Chiang Lee, Chia-Jung Chen, Hongjun Lu","ACM SIGMOD Record ","1995"
"672364","A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration","Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman","Very Large Data Bases","2001"
"383736","Probabilistic temporal databases, I: algebra","Alex Dekhtyar, Robert Ross, V. S. Subrahmanian","ACM Transactions on Database Systems (TODS) ","2001"
"568519","Top-k selection queries over relational databases: Mapping strategies and performance evaluation","Nicolas Bruno, Surajit Chaudhuri, Luis Gravano","ACM Transactions on Database Systems (TODS) ","2002"
"564783","GEA: a toolkit for gene expression analysis","Jessica M. Phan, Raymond Ng","International Conference on Management of Data","2002"
"776989","An approach to confidence based page ranking for user oriented Web search","Debajyoti Mukhopadhyay, Debasis Giri, Sanasam Ranbir Singh","ACM SIGMOD Record ","2003"
"872862","TIMBER: a native system for querying XML","Stelios Paparizos, Shurug Al-Khalifa, Adriane Chapman, H. V. Jagadish, Laks V. S. Lakshmanan, Andrew Nierman, Jignesh M. Patel, Divesh Srivastava, Nuwee Wiwatwattana, Yuqing Wu, Cong Yu","International Conference on Management of Data","2003"
"181564","Comprehension syntax","Peter Buneman, Leonid Libkin, Dan Suciu, Val Tannen, Limsoon Wong","ACM SIGMOD Record ","1994"
"872867","PLASTIC: reducing query optimization overheads through plan recycling","Vibhuti S. Sengar, Jayant R. Haritsa","International Conference on Management of Data","2003"
"273270","Where will object technology drive data administration?","Arnon Rosenthal","ACM SIGMOD Record ","1998"
"234893","On the cost of monitoring and reorganization of object bases for clustering","Carsten A. Gerlhof, Alfons Kemper, Guido Moerkotte","ACM SIGMOD Record ","1996"
"672826","Semantic Integration in Heterogeneous Databases Using Neural Networks","Wen-Syan Li, Chris Clifton","Very Large Data Bases","1994"
"190644","Using metadata for the intelligent browsing of structured media objects","William I. Grosky, Farshad Fotouhi, Ishwar K. Sethi, Bogdan Capatina","ACM SIGMOD Record ","1994"
"276323","Integration of heterogeneous databases without common domains using queries based on textual similarity","William W. Cohen","International Conference on Management of Data","1998"
"764213","Foreword by the VLDB '98 PC Chairmen","O. Shmueli, J. Widom","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","2000"
"671333","Information, Communication, and Money: For What Can We Charge and How Can We Meter It?","Stephen Blott, Henry F. Korth, Abraham Silberschatz","Very Large Data Bases","1998"
"673142","Towards a Cooperative Transaction Model - The Cooperative Activity Model","Marek Rusinkiewicz, Wolfgang Klas, Thomas Tesch, J&#252;rgen W&#228;sch, Peter Muth","Very Large Data Bases","1995"
"223875","Enterprise Objects Framework: a second generation object-relational enabler","Charly Kleissner","International Conference on Management of Data","1995"
"191979","DBLearn: a system prototype for knowledge discovery in relational databases","Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone","International Conference on Management of Data","1994"
"507346","Conceptual modeling and specification generation for B2B business processes based on ebXML","HyoungDo Kim","ACM SIGMOD Record ","2002"
"191930","Oracle's symmetric replication technology and implications for application design","Dean Daniels, Lip Boon Doo, Alan Downing, Curtis Elsbernd, Gary Hallmark, Sandeep Jain, Bob Jenkins, Peter Lim, Gordon Smith, Benny Souder, Jim Stamos","International Conference on Management of Data","1994"
"564765","DBCache: database caching for web application servers","Mehmet Altinel, Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Bruce G. Lindsay, Honguk Woo, Larry Brown","International Conference on Management of Data","2002"
"615216","Characterization of database access pattern for analytic prediction of buffer hit probability","Asit Dan, Philip S. Yu, Jen Yao Chung","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","1995"
"276329","Simultaneous optimization and evaluation of multiple dimensional queries","Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla","International Conference on Management of Data","1998"
"672017","ICICLES: Self-Tuning Samples for Approximate Query Answering","Venkatesh Ganti, Mong-Li Lee, Raghu Ramakrishnan","Very Large Data Bases","2000"
"181552","Observations on the ODMG-93 proposal for an object-oriented database language","Won Kim","ACM SIGMOD Record ","1994"
"615233","Historical queries along multiple lines of time evolution","Gad M. Landau, Jeanette P. Schmidt, Vassilis J. Tsotras","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","1995"
"672185","Collaborative Analytical Processing - Dream or Reality? (Panel abstract)","William O'Connell, Andrew Witkowski, Goetz Graefe","Very Large Data Bases","2001"
"223890","QBI: query by icons","Antonio Massari, Stefano Pavani, Lorenzo Saladini, Panos K. Chrysanthis","International Conference on Management of Data","1995"
"671349","Query Optimization for XML","Jason McHugh, Jennifer Widom","Very Large Data Bases","1999"
"219754","Report on the 1995 international workshop on temporal databases","Arie Segev, Christian S. Jensen, Richard Thomas Snodgrass","ACM SIGMOD Record ","1995"
"671693","A Case-Based Approach to Information Integration","Maurizio Panti, Luca Spalazzi, Alberto Giretti","Very Large Data Bases","2000"
"290608","The Microsoft database research group","David Lomet, Roger Barga, Surajit Chaudhuri, Paul Larson, Vivek Narasayya","ACM SIGMOD Record ","1998"
"507345","Contracting in the days of eBusiness","W. H&#252;mmer, W. Lehner, H. Wedekind","ACM SIGMOD Record ","2002"
"671337","TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer","Clara Nippl, Bernhard Mitschang","Very Large Data Bases","1998"
"191896","Incremental updates of inverted lists for text document retrieval","Anthony Tomasic, H&#233;ctor Garc&#237;a-Molina, Kurt Shoens","International Conference on Management of Data","1994"
"603876","Preservation of digital data with self-validating, self-instantiating knowledge-based archives","Bertram Lud&#228;scher, Richard Marciano, Reagan Moore","ACM SIGMOD Record ","2001"
"253327","Beyond market baskets: generalizing association rules to correlations","Sergey Brin, Rajeev Motwani, Craig Silverstein","International Conference on Management of Data","1997"
"603882","Reminiscences on influential papers","Kenneth A. Ross","ACM SIGMOD Record ","2001"
"671003","Groupwise Processing of Relational Queries","Damianos Chatziantoniou, Kenneth A. Ross","Very Large Data Bases","1997"
"673323","Disseminating Updates on Broadcast Disks","Swarup Acharya, Michael J. Franklin, Stanley B. Zdonik","Very Large Data Bases","1996"
"280348","Repository system engineering","Pillip A. Bernstein","International Conference on Management of Data","1996"
"187460","Database research at NTHU and ITRI","Arbee L. P. Chen","ACM SIGMOD Record ","1994"
"344820","Report on NGITS'99: The fourth international workshop on next generation information technologies and systems","Opher Etzion","ACM SIGMOD Record ","1999"
"381901","Shutdown, budget, and funding","Xiaolei Qian","ACM SIGMOD Record ","1996"
"253299","STARTS: Stanford proposal for Internet meta-searching","Luis Gravano, Chen-Chuan K. Chang, H&#233;ctor Garc&#237;a-Molina, Andreas Paepcke","International Conference on Management of Data","1997"
"673149","L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS","Frank Moser, Achim Kraiss, Wolfgang Klas","Very Large Data Bases","1995"
"673168","OODB Bulk Loading Revisited: The Partitioned-List Approach","Janet L. Wiener, Jeffrey F. Naughton","Very Large Data Bases","1995"
"959071","Energy and rate based MAC protocol for wireless sensor networks","Rajgopal Kannan, Ram Kalidindi, S. S. Iyengar, Vijay Kumar","ACM SIGMOD Record ","2003"
"601867","Foundations of statistical natural language processing","Gerhard Weikum","ACM SIGMOD Record ","2002"
"671865","Building Scalable Internet Applications with Oracle8i Server","Julie Basu, Jos&#233; Alberto Fern&#225;ndez, Olga Peschansky","Very Large Data Bases","2000"
"564769","ToXgene: a template-based data generator for XML","Denilson Barbosa, Alberto Mendelzon, John Keenleyside, Kelly Lyons","International Conference on Management of Data","2002"
"564755","Quadtree and R-tree indexes in oracle spatial: a comparison using GIS data","Ravi Kanth V Kothuri, Siva Ravada, Daniel Abugov","International Conference on Management of Data","2002"
"671352","Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses","Anindya Datta, Krithi Ramamritham, Helen M. Thomas","Very Large Data Bases","1999"
"671875","Optimizing Multi-Feature Queries for Image Databases","Ulrich G&#252;ntzer, Wolf-Tilo Balke, Werner Kie&#223;ling","Very Large Data Bases","2000"
"564779","XL: a platform for web services","Daniela Florescu, Andreas Gr&#252;nhagen, Donald Kossmann, Steffen Rost","International Conference on Management of Data","2002"
"280354","DBSim: a simulation tool for predicting database performance","Mark Lefler, Mark Stokrp, Craig Wong","International Conference on Management of Data","1996"
"959081","Review of Spatial databases with application to GIS by Philippe Rigaux, Michel Scholl, and Agnes Voisard. Morgan Kaufmann 2002.","Nancy Wiegand","ACM SIGMOD Record ","2003"
"190628","Are the terms version and variant orthogonal to one another?","Hartmut Wedekind","ACM SIGMOD Record ","1994"
"945741","Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002.","Alexander A. Anisimov","ACM SIGMOD Record ","2003"
"276375","The Araneus Web-based management system","G. Mecca, P. Atzeni, A. Masci, G. Sindoni, P. Merialdo","International Conference on Management of Data","1998"
"273249","Report on the second IEEE metadata conference (Metadata '97)","Ron Musick, Chris Miller","ACM SIGMOD Record ","1998"
"219042","A structured approach for the definition of the semantics of active databases","Piero Fraternali, Letizia Tanca","ACM Transactions on Database Systems (TODS) ","1995"
"233365","A framework for supporting data integration using the materialized and virtual approaches","Richard Hull, Gang Zhou","International Conference on Management of Data","1996"
"953242","THESUS: Organizing Web document collections based on link semantics","Maria Halkidi, Benjamin Nguyen, Iraklis Varlamis, Michalis Vazirgiannis","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","2003"
"671669","Comparing Hierarchical Data in External Memory","Sudarshan S. Chawathe","Very Large Data Bases","1999"
"637414","Methodology for development and employment of ontology based knowledge management applications","York Sure, Steffen Staab, Rudi Studer","ACM SIGMOD Record ","2002"
"765752","Priority assignment in real-time active databases","Rajendran M. Sivasankaran, John A. Stankovic, Don Towsley, Bhaskar Purimetla, Krithi Ramamritham","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","1996"
"565139","Phoenix project: fault-tolerant applications","Roger Barga, David Lomet","ACM SIGMOD Record ","2002"
"671325","DTL's DataSpot: Database Exploration Using Plain Language","Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon","Very Large Data Bases","1998"
"601879","Interviewing during a tight job market","Zachary G. Ives, Qiong Luo","ACM SIGMOD Record ","2002"
"375792","XML data management (panel session): go native or spruce up relational systems?","Per-&#197;ke Larson, Dana Florescu, Goetz Graefe, Guido Moerkotte, Hamid Pirahesh, Harald Sch&#246;ning","International Conference on Management of Data","2001"
"212018","Information finding in a digital library: the Stanford perspective","Tak W. Yan, H&#233;ctor Garc&#237;a-Molina","ACM SIGMOD Record ","1995"
"202668","An annotated bibliography of benchmarks for object databases","Akmal B. Chaudhri","ACM SIGMOD Record ","1995"
"672360","Caching Technologies for Web Applications","C. Mohan","Very Large Data Bases","2001"
"271087","Workshop on workflow management in scientific and engineering applications-report","R. McClatchey, G. Vossen","ACM SIGMOD Record ","1997"
"758367","WATCHMAN: A Data Warehouse Intelligent Cache Manager","Peter Scheuermann, Junho Shim, Radek Vingralek","Very Large Data Bases","1996"
"671191","Optimal Histograms with Quality Guarantees","H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Viswanath Poosala, Kenneth C. Sevcik, Torsten Suel","Very Large Data Bases","1998"
"671006","Dynamic Memory Adjustment for External Mergesort","Weiye Zhang, Per-&#197;ke Larson","Very Large Data Bases","1997"
"191863","Combinatorial pattern discovery for scientific data: some preliminary results","Jason Tsong-Li Wang, Gung-Wei Chirn, Thomas G. Marr, Bruce Shapiro, Dennis Shasha, Kaizhong Zhang","International Conference on Management of Data","1994"
"672822","On Index Selection Schemes for Nested Object Hierarchies","Sudarshan S. Chawathe, Ming-Syan Chen, Philip S. Yu","Very Large Data Bases","1994"
"276358","Database systems management and Oracle8","C. Gregory Doherty","International Conference on Management of Data","1998"
"280359","SONAR: system for optimized numeric association rules","Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Tokuyama","International Conference on Management of Data","1996"
"673462","Semantic Data Caching and Replacement","Shaul Dar, Michael J. Franklin, Bj&#246;rn &#222;&#243;r J&#243;nsson, Divesh Srivastava, Michael Tan","Very Large Data Bases","1996"
"765239","Online dynamic reordering","Vijayshankar Raman, Bhaskaran Raman, Joseph M. Hellerstein","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","2000"
"262770","Lore: a database management system for semistructured data","Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom","ACM SIGMOD Record ","1997"
"673158","A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System","Kun-Lung Wu, Philip S. Yu, Jen-Yao Chung, James Z. Teng","Very Large Data Bases","1995"
"262767","Asserting beliefs in MLS relational models","Nenad A. Jukic, Susan V. Vrbsky","ACM SIGMOD Record ","1997"
"604267","Data mining-based intrusion detectors: an overview of the columbia IDS project","Salvatore J. Stolfo, Wenke Lee, Philip K. Chan, Wei Fan, Eleazar Eskin","ACM SIGMOD Record ","2001"
"672174","Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries","Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss","Very Large Data Bases","2001"
"383894","Flexible support for multiple access control policies","Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino, V. S. Subrahmanian","ACM Transactions on Database Systems (TODS) ","2001"
"223898","Paradise: a database system for GIS applications","CORPORATE The Paradise Team","International Conference on Management of Data","1995"
"637421","Querying multiple bioinformatics information sources: can semantic web research help?","David Buttler, Matthew Coleman, Terence Critchlow, Renato Fileto, Wei Han, Calton Pu, Daniel Rocco, Li Xiong","ACM SIGMOD Record ","2002"
"672980","GraphDB: Modeling and Querying Graphs in Databases","Ralf Hartmut G&#252;ting","Very Large Data Bases","1994"
"219730","A research status report on adaptation for mobile data access","Brian D. Noble, M. Satyanarayanan","ACM SIGMOD Record ","1995"
"672005","Manipulating Interpolated Data is Easier than You Thought","St&#233;phane Grumbach, Philippe Rigaux, Luc Segoufin","Very Large Data Bases","2000"
"328959","Indexing large metric spaces for similarity search queries","Tolga Bozkaya, Meral Ozsoyoglu","ACM Transactions on Database Systems (TODS) ","1999"
"671197","Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships","Sven Helmer, Till Westmann, Guido Moerkotte","Very Large Data Bases","1998"
"375762","OminiSearch: a method for searching dynamic content on the Web","David Buttler, Ling Liu, Calton Pu, Henrique Paques, Wei Han, Wei Tang","International Conference on Management of Data","2001"
"564777","Gigascope: high performance network monitoring with an SQL interface","Chuck Cranor, Yuan Gao, Theodore Johnson, Vlaidslav Shkapenyuk, Oliver Spatscheck","International Conference on Management of Data","2002"
"280361","The MultiView project: object-oriented view technology and applications","E. A. Rundensteiner, H. A. Kuno, Y.-G. Ra, V. Crestana-Taube, M. C. Jones, P. J. Marron","International Conference on Management of Data","1996"
"191904","Practical predicate placement","Joseph M. Hellerstein","International Conference on Management of Data","1994"
"276328","Caching multidimensional queries using chunks","Prasad M. Deshpande, Karthikeyan Ramasamy, Amit Shukla, Jeffrey F. Naughton","International Conference on Management of Data","1998"
"274461","Intelligent access to heterogeneous information sources: report on the 4th workshop on knowledge representation meets databases","Franz Baader, Manfred A. Jeusfeld, Werner Nutt","ACM SIGMOD Record ","1997"
"673633","PESTO: An Integrated Query/Browser for Object Databases","Michael J. Carey, Laura M. Haas, Vivekananda Maganty, John H. Williams","Very Large Data Bases","1996"
"280360","CapBasED-AMS: a capability-based and event-driven activity management system","Patrick C. K. Hung, Helen P. Yeung, Kamalakar Karlapalem","International Conference on Management of Data","1996"
"373638","Re-designing distance functions and distance-based applications for high dimensional data","Charu C. Aggarwal","ACM SIGMOD Record ","2001"
"637419","A framework for semantic gossiping","Karl Aberer, Philippe Cudr&#233;-Mauroux, Manfred Hauswirth","ACM SIGMOD Record ","2002"
"304568","Improving OLTP data quality using data warehouse mechanisms","Matthias Jarke, Christoph Quix, Guido Blees, Dirk Lehmann, Gunter Michalk, Stefan Stierl","International Conference on Management of Data","1999"
"767143","PicoDBMS: Scaling down database techniques for the smartcard","Philippe Pucheral, Luc Bouganim, Patrick Valduriez, Christophe Bobineau","The VLDB Journal &mdash; The International Journal on Very Large Data Bases ","2001"
"335428","Adaptive multi-stage distance join processing","Hyoseop Shin, Bongki Moon, Sukho Lee","International Conference on Management of Data","2000"
"185836","Evaluation of remote backup algorithms for transaction-processing systems","Christos A. Polyzois, H&#233;ctor Garc&#237;a-Molina","ACM Transactions on Database Systems (TODS) ","1994"
"191848","ASSET: a system for supporting extended transactions","A. Biliris, S. Dar, N. Gehani, H. V. Jagadish, K. Ramamritham","International Conference on Management of Data","1994"
"276385","User-oriented smart-cache for the Web: what you seek is what you get!","Zo&#233; Lacroix, Arnaud Sahuguet, Raman Chandrasekar","International Conference on Management of Data","1998"
"672973","Data Integration in the Large: The Challenge of Reuse","Arnon Rosenthal, Leonard J. Seligman","Very Large Data Bases","1994"
"872846","GridDB: a relational interface for the grid","David T. Liu, Michael J. Franklin, Devesh Parekh","International Conference on Management of Data","2003"
"564782","DBXplorer: enabling keyword search over relational databases","Sanjay Agrawal, Surajit Chaudhuri, Gautam Das","International Conference on Management of Data","2002"
"245896","Pixel-oriented database visualizations","Daniel A. Keim","ACM SIGMOD Record ","1996"
"673302","Efficient Incremental Garbage Collection for Client-Server Object Database Systems","Laurent Amsaleg, Michael J. Franklin, Olivier Gruber","Very Large Data Bases","1995"
"233324","BIRCH: an efficient data clustering method for very large databases","Tian Zhang, Raghu Ramakrishnan, Miron Livny","International Conference on Management of Data","1996"
"191991","Databases for networks","H. V. Jagadish","International Conference on Management of Data","1994"
"253344","A toolkit for negotiation support interfaces to multi-dimensional data","Michael Gebhardt, Matthias Jarke, Stephan Jacobs","International Conference on Management of Data","1997"
"253397","Languages for multi-database interoperability","Fr&#233;d&#233;ric Gingras, Laks V. S. Lakshmanan, Iyer N. Subramanian, Despina Papoulis, Nematollaah Shiri","International Conference on Management of Data","1997"
"336572","Towards data mining benchmarking: a test bed for performance study of frequent pattern mining","Jian Pei, Runying Mao, Kan Hu, Hua Zhu","International Conference on Management of Data","2000"
"673637","Querying a Multilevel Database: A Logical Analysis","Fr&#233;d&#233;ric Cuppens","Very Large Data Bases","1996"
"637435","Research in information managment at Dublin City University","Mark Roantree, Alan F. Smeaton","ACM SIGMOD Record ","2002"
"671671","Loading a Cache with Query Results","Laura M. Haas, Donald Kossmann, Ioana Ursu","Very Large Data Bases","1999"
"195666","Quorum consensus in nested-transaction systems","Kenneth J. Goldman, Nancy Lynch","ACM Transactions on Database Systems (TODS) ","1994"
"672200","Approximate String Joins in a Database (Almost) for Free","Luis Gravano, Panagiotis G. Ipeirotis, H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Divesh Srivastava","Very Large Data Bases","2001"
"202673","A comparison of three user interfaces to relational microcomputer data bases","Carl Medsker, Margaret Christensen, Il-Yeol Song","ACM SIGMOD Record ","1995"
"304222","Query rewriting for semistructured data","Yannis Papakonstantinou, Vasilis Vassalos","International Conference on Management of Data","1999"
"672997","Materialization: A Powerful and Ubiquitous Abstraction Pattern","Alain Pirotte, Esteban Zim&#225;nyi, David Massart, Tatiana Yakusheva","Very Large Data Bases","1994"
"872871","Panel: querying networked databases","Nick Koudas, Divesh Srivastava","International Conference on Management of Data","2003"
"603878","The evolution of effective B-tree: page organization and techniques: a personal account","David Lomet","ACM SIGMOD Record ","2001"
"223812","FastMap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets","Christos Faloutsos, King-Ip Lin","International Conference on Management of Data","1995"
"223899","Shore: combining the best features of OODBMS and file systems","CORPORATE The SHORE Team","International Conference on Management of Data","1995"
