"ID","name","phone_number"
"http://www.okkam.org/oaie/restaurant2-Restaurant458","bix","415/433-6300"
"http://www.okkam.org/oaie/restaurant2-Restaurant355","t salon","212/925-3700"
"http://www.okkam.org/oaie/restaurant2-Restaurant659","emeril's new orleans fish house","702-891-7374"
"http://www.okkam.org/oaie/restaurant2-Restaurant354","sweet'n'tart cafe","212/334-8088"
"http://www.okkam.org/oaie/restaurant2-Restaurant658","buzio's in the rio","702-252-7697"
"http://www.okkam.org/oaie/restaurant2-Restaurant353","stingray","212/501-7515"
"http://www.okkam.org/oaie/restaurant2-Restaurant657","buccaneer bay club","702-894-7350"
"http://www.okkam.org/oaie/restaurant2-Restaurant352","stage deli","212/245-7850"
"http://www.okkam.org/oaie/restaurant2-Restaurant656","andre's french restaurant","702-385-5016"
"http://www.okkam.org/oaie/restaurant2-Restaurant351","spring street natural restaurant & bar","212/966-0290"
"http://www.okkam.org/oaie/restaurant2-Restaurant655","zarela","212-644-6740"
"http://www.okkam.org/oaie/restaurant2-Restaurant453","2223","415/431-0692"
"http://www.okkam.org/oaie/restaurant2-Restaurant654","yama","212-475-0969"
"http://www.okkam.org/oaie/restaurant2-Restaurant452","yolie's","702/794-0700"
"http://www.okkam.org/oaie/restaurant2-Restaurant653","wollensky's grill","212-753-0444"
"http://www.okkam.org/oaie/restaurant2-Restaurant451","viva mercado's","702/871-8826"
"http://www.okkam.org/oaie/restaurant2-Restaurant652","windows on the world","212-524-7000"
"http://www.okkam.org/oaie/restaurant2-Restaurant450","venetian","702/876-4190"
"http://www.okkam.org/oaie/restaurant2-Restaurant262","hi-life restaurant and lounge","212/249-3600"
"http://www.okkam.org/oaie/restaurant2-Restaurant651","westside cottage","212-245-0800"
"http://www.okkam.org/oaie/restaurant2-Restaurant457","bistro roti","415/495-6500"
"http://www.okkam.org/oaie/restaurant2-Restaurant261","hard rock cafe","212/489-6565"
"http://www.okkam.org/oaie/restaurant2-Restaurant650","veselka","212-228-9682"
"http://www.okkam.org/oaie/restaurant2-Restaurant456","betelnut","415/929-8855"
"http://www.okkam.org/oaie/restaurant2-Restaurant260","halcyon","212/468-8888"
"http://www.okkam.org/oaie/restaurant2-Restaurant455","bardelli's","415/982-0243"
"http://www.okkam.org/oaie/restaurant2-Restaurant454","acquarello","415/567-5432"
"http://www.okkam.org/oaie/restaurant2-Restaurant359","terrace","212/666-9490"
"http://www.okkam.org/oaie/restaurant2-Restaurant254","gallagher's","212/245-5336"
"http://www.okkam.org/oaie/restaurant2-Restaurant255","gianni's","212/608-7300"
"http://www.okkam.org/oaie/restaurant2-Restaurant252","fujiyama mama","212/769-1144"
"http://www.okkam.org/oaie/restaurant2-Restaurant253","gabriela's","212/961-0574"
"http://www.okkam.org/oaie/restaurant2-Restaurant258","golden unicorn","212/ 941-0911"
"http://www.okkam.org/oaie/restaurant2-Restaurant259","grand ticino","212/777-5922"
"http://www.okkam.org/oaie/restaurant2-Restaurant460","buca giovanni","415/776-7766"
"http://www.okkam.org/oaie/restaurant2-Restaurant256","girafe","212/752-3054"
"http://www.okkam.org/oaie/restaurant2-Restaurant257","global","212/477-8427"
"http://www.okkam.org/oaie/restaurant2-Restaurant360","the coffee pot","212/265-3566"
"http://www.okkam.org/oaie/restaurant2-Restaurant361","the savannah club","212/496-1066"
"http://www.okkam.org/oaie/restaurant2-Restaurant726","doidge's","415-921-2149"
"http://www.okkam.org/oaie/restaurant2-Restaurant727","dottie's true blue cafe","415-885-2767"
"http://www.okkam.org/oaie/restaurant2-Restaurant728","dusit thai","415-826-4639"
"http://www.okkam.org/oaie/restaurant2-Restaurant729","ebisu","415-566-1770"
"http://www.okkam.org/oaie/restaurant2-Restaurant722","cafe flore","415-621-8579"
"http://www.okkam.org/oaie/restaurant2-Restaurant620","kiev","212-674-4040"
"http://www.okkam.org/oaie/restaurant2-Restaurant723","caffe greco","415-397-6261"
"http://www.okkam.org/oaie/restaurant2-Restaurant621","kuruma zushi","212-317-2802"
"http://www.okkam.org/oaie/restaurant2-Restaurant724","campo santo","415-433-9623"
"http://www.okkam.org/oaie/restaurant2-Restaurant622","la caridad","212-874-2780"
"http://www.okkam.org/oaie/restaurant2-Restaurant725","cha cha cha's","415-386-5758"
"http://www.okkam.org/oaie/restaurant2-Restaurant623","la grenouille","212-752-1495"
"http://www.okkam.org/oaie/restaurant2-Restaurant362","trattoria dell'arte","212/245-9800"
"http://www.okkam.org/oaie/restaurant2-Restaurant624","lemongrass grill","718-399-7100"
"http://www.okkam.org/oaie/restaurant2-Restaurant363","triangolo","212/472-4488"
"http://www.okkam.org/oaie/restaurant2-Restaurant364","tribeca grill","212/941-3900"
"http://www.okkam.org/oaie/restaurant2-Restaurant720","zab-e-lee","404-768-2705"
"http://www.okkam.org/oaie/restaurant2-Restaurant625","lombardi's","212-941-7994"
"http://www.okkam.org/oaie/restaurant2-Restaurant365","trois jean","212/988-4858"
"http://www.okkam.org/oaie/restaurant2-Restaurant721","bill's place","415-221-5262"
"http://www.okkam.org/oaie/restaurant2-Restaurant626","marnie's noodle shop","212-741-3214"
"http://www.okkam.org/oaie/restaurant2-Restaurant366","tse yang","212/688-5447"
"http://www.okkam.org/oaie/restaurant2-Restaurant627","menchanko-tei","212-247-1585"
"http://www.okkam.org/oaie/restaurant2-Restaurant367","turkish kitchen","212/679-1810"
"http://www.okkam.org/oaie/restaurant2-Restaurant628","mitali east-west","212-989-1367"
"http://www.okkam.org/oaie/restaurant2-Restaurant368","two two two","212/799-0400"
"http://www.okkam.org/oaie/restaurant2-Restaurant629","monsoon (ny)","212-580-8686"
"http://www.okkam.org/oaie/restaurant2-Restaurant369","veniero's pasticceria","212/674-7264"
"http://www.okkam.org/oaie/restaurant2-Restaurant370","verbena","212/260-5454"
"http://www.okkam.org/oaie/restaurant2-Restaurant228","dix et sept","212/645-8023"
"http://www.okkam.org/oaie/restaurant2-Restaurant227","diva","212/941-9024"
"http://www.okkam.org/oaie/restaurant2-Restaurant372","vince & eddie's","212/721-0068"
"http://www.okkam.org/oaie/restaurant2-Restaurant371","victor's cafe","212/586-7714"
"http://www.okkam.org/oaie/restaurant2-Restaurant229","docks","212/ 986-8080"
"http://www.okkam.org/oaie/restaurant2-Restaurant224","cupcake cafe","212/465-1530"
"http://www.okkam.org/oaie/restaurant2-Restaurant223","corrado cafe","212/753-5100"
"http://www.okkam.org/oaie/restaurant2-Restaurant226","dean & deluca","212/254-8776"
"http://www.okkam.org/oaie/restaurant2-Restaurant225","da nico","212/343-1212"
"http://www.okkam.org/oaie/restaurant2-Restaurant220","cite","212/956-7100"
"http://www.okkam.org/oaie/restaurant2-Restaurant222","columbus bakery","212/421-0334"
"http://www.okkam.org/oaie/restaurant2-Restaurant221","coco pazzo","212/794-0205"
"http://www.okkam.org/oaie/restaurant2-Restaurant739","mel's drive-in","415-387-2244"
"http://www.okkam.org/oaie/restaurant2-Restaurant240","film center cafe","212/ 262-2525"
"http://www.okkam.org/oaie/restaurant2-Restaurant737","mario's bohemian cigar store cafe","415-776-8226"
"http://www.okkam.org/oaie/restaurant2-Restaurant738","marnee thai","415-665-9500"
"http://www.okkam.org/oaie/restaurant2-Restaurant632","one if by land  tibs","212-228-0822"
"http://www.okkam.org/oaie/restaurant2-Restaurant735","la mediterranee","415-431-7210"
"http://www.okkam.org/oaie/restaurant2-Restaurant633","oyster bar","212-490-6650"
"http://www.okkam.org/oaie/restaurant2-Restaurant736","la taqueria","415-285-7117"
"http://www.okkam.org/oaie/restaurant2-Restaurant733","kelly's on trinity","415-362-4454"
"http://www.okkam.org/oaie/restaurant2-Restaurant630","moustache","718-852-5555"
"http://www.okkam.org/oaie/restaurant2-Restaurant631","nobu","212-219-0500"
"http://www.okkam.org/oaie/restaurant2-Restaurant734","la cumbre","415-863-8205"
"http://www.okkam.org/oaie/restaurant2-Restaurant375","west","212/246-6363"
"http://www.okkam.org/oaie/restaurant2-Restaurant731","eric's chinese restaurant","415-282-0919"
"http://www.okkam.org/oaie/restaurant2-Restaurant636","patsy's pizza","718-858-4300"
"http://www.okkam.org/oaie/restaurant2-Restaurant732","hamburger mary's","415-626-1985"
"http://www.okkam.org/oaie/restaurant2-Restaurant376","xunta","212/614-0620"
"http://www.okkam.org/oaie/restaurant2-Restaurant637","peter luger steak house","718-387-7400"
"http://www.okkam.org/oaie/restaurant2-Restaurant373","vong","212/486-9592"
"http://www.okkam.org/oaie/restaurant2-Restaurant634","palm","212-687-2953"
"http://www.okkam.org/oaie/restaurant2-Restaurant374","water club","212/683-3333"
"http://www.okkam.org/oaie/restaurant2-Restaurant730","emerald garden restaurant","415-673-1155"
"http://www.okkam.org/oaie/restaurant2-Restaurant635","palm too","212-697-5198"
"http://www.okkam.org/oaie/restaurant2-Restaurant379","abbey","404/876-8532"
"http://www.okkam.org/oaie/restaurant2-Restaurant377","zen palate","212/614-9291"
"http://www.okkam.org/oaie/restaurant2-Restaurant638","rose of india","212-533-5011"
"http://www.okkam.org/oaie/restaurant2-Restaurant378","zoe","212/966-6722"
"http://www.okkam.org/oaie/restaurant2-Restaurant639","sam's noodle shop","212-213-2288"
"http://www.okkam.org/oaie/restaurant2-Restaurant383","atlanta fish market","404/262-3165"
"http://www.okkam.org/oaie/restaurant2-Restaurant382","anthonys","404/262-7379"
"http://www.okkam.org/oaie/restaurant2-Restaurant381","annie's thai castle","404/264-9546"
"http://www.okkam.org/oaie/restaurant2-Restaurant239","fifty seven fifty seven","212/758-5757"
"http://www.okkam.org/oaie/restaurant2-Restaurant380","aleck's barbecue heaven","404/525-2062"
"http://www.okkam.org/oaie/restaurant2-Restaurant238","ferrier","212/772-9000"
"http://www.okkam.org/oaie/restaurant2-Restaurant237","felix","212/431-0021"
"http://www.okkam.org/oaie/restaurant2-Restaurant236","f. ille ponte ristorante","212/226-4621"
"http://www.okkam.org/oaie/restaurant2-Restaurant235","evergreen cafe","212/744-3266"
"http://www.okkam.org/oaie/restaurant2-Restaurant234","ernie's","212/496-1588"
"http://www.okkam.org/oaie/restaurant2-Restaurant233","empire korea","212/725-1333"
"http://www.okkam.org/oaie/restaurant2-Restaurant232","emily's","212/996-1212"
"http://www.okkam.org/oaie/restaurant2-Restaurant231","el teddy's","212/941-7070"
"http://www.okkam.org/oaie/restaurant2-Restaurant230","duane park cafe","212/732-5555"
"http://www.okkam.org/oaie/restaurant2-Restaurant483","il fornaio levi's plaza","415/986-0100"
"http://www.okkam.org/oaie/restaurant2-Restaurant744","san francisco bbq","415-431-8956"
"http://www.okkam.org/oaie/restaurant2-Restaurant484","izzy's steak & chop house","415/563-0487"
"http://www.okkam.org/oaie/restaurant2-Restaurant745","slanted door","415-861-8032"
"http://www.okkam.org/oaie/restaurant2-Restaurant485","jack's","415/986-9854"
"http://www.okkam.org/oaie/restaurant2-Restaurant746","swan oyster depot","415-673-1101"
"http://www.okkam.org/oaie/restaurant2-Restaurant486","kabuto sushi","415/752-5652"
"http://www.okkam.org/oaie/restaurant2-Restaurant600","water grill","213-891-0900"
"http://www.okkam.org/oaie/restaurant2-Restaurant747","thep phanom","415-431-2526"
"http://www.okkam.org/oaie/restaurant2-Restaurant487","katia's","415/668-9292"
"http://www.okkam.org/oaie/restaurant2-Restaurant748","ti couz","415-252-7373"
"http://www.okkam.org/oaie/restaurant2-Restaurant488","kuleto's","415/397-7720"
"http://www.okkam.org/oaie/restaurant2-Restaurant749","trio cafe","415-563-2248"
"http://www.okkam.org/oaie/restaurant2-Restaurant489","kyo-ya. sheraton palace hotel","415/546-5000"
"http://www.okkam.org/oaie/restaurant2-Restaurant388","camille's","404/872-7203"
"http://www.okkam.org/oaie/restaurant2-Restaurant605","cafe con leche","212-595-7000"
"http://www.okkam.org/oaie/restaurant2-Restaurant389","cassis","404/365-8100"
"http://www.okkam.org/oaie/restaurant2-Restaurant606","corner bistro","212-242-9502"
"http://www.okkam.org/oaie/restaurant2-Restaurant607","cucina della fontana","212-242-0636"
"http://www.okkam.org/oaie/restaurant2-Restaurant608","cucina di pesce","212-260-6800"
"http://www.okkam.org/oaie/restaurant2-Restaurant740","mo's burgers","415-788-3779"
"http://www.okkam.org/oaie/restaurant2-Restaurant384","beesley's of buckhead","404/264-1334"
"http://www.okkam.org/oaie/restaurant2-Restaurant601","zankou chicken","818-244-1937"
"http://www.okkam.org/oaie/restaurant2-Restaurant741","phnom penh cambodian restaurant","415-775-5979"
"http://www.okkam.org/oaie/restaurant2-Restaurant385","bertolini's","404/233-2333"
"http://www.okkam.org/oaie/restaurant2-Restaurant602","afghan kebab house","212-307-1612"
"http://www.okkam.org/oaie/restaurant2-Restaurant386","bistango","404/724-0901"
"http://www.okkam.org/oaie/restaurant2-Restaurant742","roosevelt tamale parlor","415-550-9213"
"http://www.okkam.org/oaie/restaurant2-Restaurant603","arcadia","212-223-2900"
"http://www.okkam.org/oaie/restaurant2-Restaurant387","cafe renaissance","770/441--0291"
"http://www.okkam.org/oaie/restaurant2-Restaurant743","sally's cafe & bakery","415-626-6006"
"http://www.okkam.org/oaie/restaurant2-Restaurant604","benny's burritos","212-254-2054"
"http://www.okkam.org/oaie/restaurant2-Restaurant206","caffe dante","212/982-5275"
"http://www.okkam.org/oaie/restaurant2-Restaurant392","colonnade restaurant","404/874-5642"
"http://www.okkam.org/oaie/restaurant2-Restaurant205","cafe fes","212/924-7653"
"http://www.okkam.org/oaie/restaurant2-Restaurant391","coco loco","404/364-0212"
"http://www.okkam.org/oaie/restaurant2-Restaurant208","caffe lure","212/473-2642"
"http://www.okkam.org/oaie/restaurant2-Restaurant394","dante's down the hatch","404/577-1800"
"http://www.okkam.org/oaie/restaurant2-Restaurant207","caffe dell'artista","212/645-4431"
"http://www.okkam.org/oaie/restaurant2-Restaurant393","dante's down the hatch  buckhead","404/266-1600"
"http://www.okkam.org/oaie/restaurant2-Restaurant609","darbar","212-432-7227"
"http://www.okkam.org/oaie/restaurant2-Restaurant209","caffe reggio","212/475-9557"
"http://www.okkam.org/oaie/restaurant2-Restaurant390","city grill","404/524-2489"
"http://www.okkam.org/oaie/restaurant2-Restaurant200","cafe botanica","212/484-5120"
"http://www.okkam.org/oaie/restaurant2-Restaurant491","le central","415/391-2233"
"http://www.okkam.org/oaie/restaurant2-Restaurant202","cafe luxembourg","212/873-7411"
"http://www.okkam.org/oaie/restaurant2-Restaurant201","cafe la fortuna","212/724-5846"
"http://www.okkam.org/oaie/restaurant2-Restaurant490","l'osteria del forno","415/982-1124"
"http://www.okkam.org/oaie/restaurant2-Restaurant204","cafe centro","212/818-1222"
"http://www.okkam.org/oaie/restaurant2-Restaurant493","macarthur park","415/398-5700"
"http://www.okkam.org/oaie/restaurant2-Restaurant203","cafe pierre","212/940-8185"
"http://www.okkam.org/oaie/restaurant2-Restaurant492","le soleil","415/668-4848"
"http://www.okkam.org/oaie/restaurant2-Restaurant610","ej's luncheonette","212-473-5555"
"http://www.okkam.org/oaie/restaurant2-Restaurant496","mccormick & kuleto's","415/929-1730"
"http://www.okkam.org/oaie/restaurant2-Restaurant611","edison cafe","212-840-5000"
"http://www.okkam.org/oaie/restaurant2-Restaurant497","millennium","415/487-9800"
"http://www.okkam.org/oaie/restaurant2-Restaurant494","manora","415/861-6224"
"http://www.okkam.org/oaie/restaurant2-Restaurant495","maykadeh","415/362-8286"
"http://www.okkam.org/oaie/restaurant2-Restaurant498","moose's","415/989-7800"
"http://www.okkam.org/oaie/restaurant2-Restaurant499","north india","415/931-1556"
"http://www.okkam.org/oaie/restaurant2-Restaurant618","john's pizzeria","212-721-7001"
"http://www.okkam.org/oaie/restaurant2-Restaurant619","kelley & ping","212-228-1212"
"http://www.okkam.org/oaie/restaurant2-Restaurant750","tu lan","415-626-0927"
"http://www.okkam.org/oaie/restaurant2-Restaurant616","jackson diner","718-672-1232"
"http://www.okkam.org/oaie/restaurant2-Restaurant399","hsu's gourmet","404/659-2788"
"http://www.okkam.org/oaie/restaurant2-Restaurant617","joe's shanghai","718-539-3838"
"http://www.okkam.org/oaie/restaurant2-Restaurant614","gray's papaya","212-799-0243"
"http://www.okkam.org/oaie/restaurant2-Restaurant397","holt bros. bar-b-q","770/242-3984"
"http://www.okkam.org/oaie/restaurant2-Restaurant615","il mulino","212-673-3783"
"http://www.okkam.org/oaie/restaurant2-Restaurant398","horseradish grill","404/255-7277"
"http://www.okkam.org/oaie/restaurant2-Restaurant612","elias corner","718-932-1510"
"http://www.okkam.org/oaie/restaurant2-Restaurant751","vicolo pizzeria","415-863-2382"
"http://www.okkam.org/oaie/restaurant2-Restaurant395","fat matt's rib shack","404/607-1622"
"http://www.okkam.org/oaie/restaurant2-Restaurant613","good enough to eat","212-496-0163"
